id,name,team,pos,matchup,age,ssn-gms,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,pass-y/att,rush-2pt,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-1d,rec-rec,rec-td,rec-yds,kr-td,kr-yds,pr-td,pr-yds,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,ppg
LawrTr00,Trevor Lawrence,JAX,qb,@ 10:11 PM EDT,24,14.0,,490.1,328.8,180.7,8.8,17.3,23.2,3504.3,7.2,,,59.3,14.4,2.9,286.3,,,,,,,,,,,,,,,,,,,,,,,,,18.47
CousKi00,Kirk Cousins,MIN,qb,@ 10:11 PM EDT,35,14.0,,537.0,368.1,200.2,9.8,18.0,27.1,3996.0,7.4,,,22.9,3.5,1.0,62.7,,,,,,,,,,,,,,,,,,,,,,,,,18.39
TagoTu00,Tua Tagovailoa,MIA,qb,@ 10:11 PM EDT,25,14.0,,437.6,295.5,164.1,8.0,14.7,25.3,3728.0,8.5,,,37.6,5.9,1.6,106.0,,,,,,,,,,,,,,,,,,,,,,,,,17.97
PollTo01,Tony Pollard,DAL,rb,@ 10:11 PM EDT,26,13.3,,,,,,,,,,,,193.9,48.8,9.7,973.7,21.3,43.1,2.8,357.3,,,,,,,,,,,,,,,,,,,,,18.72
RichAn00,Anthony Richardson,IND,qb,@ 10:11 PM EDT,22,14.0,,392.6,240.7,139.2,14.8,16.7,15.3,2686.7,6.8,,,119.5,35.5,7.2,705.0,,,,,,,,,,,,,,,,,,,,,,,,,17.8
BurrJo01,Joe Burrow,CIN,qb,@ 10:11 PM EDT,26,13.5,,462.5,312.5,172.1,9.9,21.3,24.2,3443.7,7.4,,,50.6,9.3,2.1,179.7,,,,,,,,,,,,,,,,,,,,,,,,,18.01
DiggSt00,Stefon Diggs,BUF,wr,@ 10:11 PM EDT,29,13.7,,,,,,,,,,,,0.7,0.1,,3.3,53.4,88.3,8.2,1043.0,,,,,,,,,,,,,,,,,,,,,17.68
ChasJa00,Ja&apos;Marr Chase,CIN,wr,@ 10:11 PM EDT,23,13.7,,,,,,,,,,,,4.9,1.2,0.0,28.3,51.4,81.3,8.4,1035.7,,,,,,,,,,,,,,,,,,,,,17.38
dalxxx99,Dallas Cowboys,DAL,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,199.2,0.3,209.4,,,,,,,,,15.4,9.3,13.0,269.0,45.0,0.6,3.4,4511.0,16.95
KelcTr00,Travis Kelce,KC,te,@ 10:11 PM EDT,34,13.7,,,,,,,,,,,,1.3,0.5,0.3,3.3,49.2,80.2,10.0,949.7,,,,,,,,,,,,,,,,,,,,,17.31
JoneDa05,Daniel Jones,NYG,qb,@ 10:11 PM EDT,26,14.0,,419.5,277.9,151.5,8.5,16.7,14.9,2873.7,6.9,,,105.3,27.6,3.9,589.7,,,,,,,,,,,,,,,,,,,,,,,,,16.87
SmitGe01,Geno Smith,SEA,qb,@ 10:11 PM EDT,33,14.0,,433.6,301.5,163.2,9.1,21.3,23.4,3274.7,7.6,,,49.0,11.3,1.1,254.0,,,,,,,,,,,,,,,,,,,,,,,,,16.84
WatsDe00,Deshaun Watson,CLE,qb,@ 10:11 PM EDT,28,14.0,,406.6,266.2,148.9,9.2,22.0,19.5,3102.7,7.6,,,69.8,17.0,3.3,340.7,,,,,,,,,,,,,,,,,,,,,,,,,16.79
phixxx99,Philadelphia Eagles,PHI,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,270.6,0.3,229.4,,,,,,,,,14.8,8.4,13.1,262.0,43.0,0.6,3.1,4093.0,16.57
nwexxx99,New England Patriots,NE,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,319.0,0.3,240.5,,,,,,,,,14.7,7.8,15.2,278.0,39.5,0.6,3.0,4501.0,16.49
StBrAm00,Amon-Ra St. Brown,DET,wr,@ 10:11 PM EDT,24,13.7,,,,,,,,,,,,7.2,2.2,0.4,44.3,52.0,89.8,5.7,1002.0,,,,,,,,,,,,,,,,,,,,,16.86
RobiBi01,Bijan Robinson,ATL,rb,@ 10:11 PM EDT,21,13.3,,,,,,,,,,,,183.3,43.1,5.4,939.0,23.7,45.4,3.0,421.3,,,,,,,,,,,,,,,,,,,,,17.27
LambCe00,CeeDee Lamb,DAL,wr,@ 10:11 PM EDT,24,13.7,,,,,,,,,,,,7.9,2.4,0.4,49.0,51.0,81.0,6.1,1047.0,,,0.0,20.5,,,,,,,,,,,,,,,,,16.79
sfoxxx99,San Francisco 49ers,SF,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,227.6,0.2,194.3,,,,,,,,,15.1,8.9,13.1,257.0,42.0,0.6,2.6,4056.0,16.35
GoffJa00,Jared Goff,DET,qb,@ 10:11 PM EDT,29,14.0,,451.5,306.1,168.5,6.9,12.7,24.2,3419.7,7.6,,,22.1,3.2,1.1,51.0,,,,,,,,,,,,,,,,,,,,,,,,,16.34
PresDa01,Dak Prescott,DAL,qb,@ 10:11 PM EDT,30,14.0,,419.7,278.5,156.1,9.4,15.5,23.5,3046.3,7.3,,,45.1,9.5,2.4,176.3,,,,,,,,,,,,,,,,,,,,,,,,,16.16
BrowAJ00,A.J. Brown,PHI,wr,@ 10:11 PM EDT,26,13.7,,,,,,,,,,,,,,,,49.8,70.1,7.7,1097.0,,,,,,,,,,,,,,,,,,,,,16.5
PurdBr00,Brock Purdy,SF,qb,@ 10:11 PM EDT,23,14.0,,370.1,252.6,140.1,8.0,19.3,23.1,2921.0,7.9,,,44.2,7.7,2.4,129.7,,,,,,,,,,,,,,,,,,,,,,,,,15.56
ravxxx99,Baltimore Ravens,BAL,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,259.7,0.2,201.9,,,,,,,,,13.8,8.0,10.7,264.0,39.5,0.6,2.2,4340.0,15.53
bufxxx99,Buffalo Bills,BUF,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,351.0,0.2,199.3,,,,,,,,,14.3,8.2,14.0,268.0,32.9,0.5,2.1,4218.0,15.5
JacoJo00,Josh Jacobs,LV,rb,@ 10:11 PM EDT,25,13.3,,,,,,,,,,,,239.0,48.0,6.8,1026.0,17.9,38.3,0.8,300.3,,,,,,,,,,,,,,,,,,,,,16.1
nyjxxx99,New York Jets,NYJ,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,269.1,0.2,148.1,,,,,,,,,9.9,6.6,12.4,265.0,36.2,0.4,2.2,4328.0,15.31
RidlCa00,Calvin Ridley,JAX,wr,@ 10:11 PM EDT,28,13.7,,,,,,,,,,,,2.6,0.7,0.0,15.7,46.5,75.0,7.3,929.3,,,,,,,,,,,,,,,,,,,,,15.6
KuppCo00,Cooper Kupp,LAR,wr,@ 10:11 PM EDT,30,11.7,,,,,,,,,,,,5.7,1.5,0.1,36.7,47.4,78.9,5.9,936.7,,,,,,,,,,,,,,,,,,,,,18.15
OlavCh00,Chris Olave,NO,wr,@ 10:11 PM EDT,23,13.7,,,,,,,,,,,,1.1,0.3,,8.0,49.5,75.1,4.9,1063.3,,,,,,,,,,,,,,,,,,,,,15.44
jaxxxx99,Jacksonville Jaguars,JAX,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,267.8,0.2,196.2,,,,,,,,,14.2,7.5,10.3,292.0,32.1,0.4,2.6,4848.0,15.02
AdamDa01,Davante Adams,LV,wr,@ 10:11 PM EDT,30,13.7,,,,,,,,,,,,3.1,0.8,0.0,18.0,45.1,70.9,7.6,915.3,,,,,,,,,,,,,,,,,,,,,15.35
SmitDe04,DeVonta Smith,PHI,wr,@ 10:11 PM EDT,24,13.7,,,,,,,,,,,,,,,,47.2,76.3,6.4,950.0,,,0.0,20.8,,,,,,,,,,,,,,,,,15.32
WilsRu00,Russell Wilson,DEN,qb,@ 10:11 PM EDT,34,14.0,,410.8,267.3,150.7,9.0,20.0,20.6,2992.7,7.3,,,45.4,9.7,1.1,216.3,,,,,,,,,,,,,,,,,,,,,,,,,14.93
WaddJa00,Jaylen Waddle,MIA,wr,@ 10:11 PM EDT,24,13.7,,,,,,,,,,,,4.4,1.3,0.2,27.3,46.9,65.3,5.6,1057.7,,,,,,,,,,,,,,,,,,,,,15.26
norxxx99,New Orleans Saints,NO,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,231.5,0.2,168.7,,,,,,,,,11.3,7.4,10.7,292.0,34.6,0.4,1.6,4490.0,14.81
AlleKe00,Keenan Allen,LAC,wr,@ 10:11 PM EDT,31,13.7,,,,,,,,,,,,1.3,0.3,,6.7,47.0,80.0,5.9,911.7,,,,,,,,,,,,,,,,,,,,,15.15
HenrDe00,Derrick Henry,TEN,rb,@ 10:11 PM EDT,29,13.3,,,,,,,,,,,,237.2,48.4,7.9,1010.3,13.9,27.5,1.2,258.3,,,,,,,,,,,,,,,,,,,,,15.53
JoneMa04,Mac Jones,NE,qb,@ 10:11 PM EDT,25,14.0,,463.4,308.9,169.4,11.8,21.3,19.8,3340.7,7.2,,,40.3,6.3,1.1,130.7,,,,,,,,,,,,,,,,,,,,,,,,,14.68
LoveJo01,Jordan Love,GB,qb,@ 10:11 PM EDT,24,14.0,,389.0,241.8,141.4,10.2,16.7,20.9,2818.3,7.2,,,40.2,9.4,2.1,180.0,,,,,,,,,,,,,,,,,,,,,,,,,14.55
pitxxx99,Pittsburgh Steelers,PIT,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,220.6,0.2,180.0,,,,,,,,,8.1,4.5,14.0,297.0,37.9,0.4,1.9,4598.0,14.43
htxxxx99,Houston Texans,HOU,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,195.3,0.2,201.4,,,,,,,,,15.2,7.8,12.8,325.0,32.9,0.4,1.9,4982.0,14.37
detxxx99,Detroit Lions,DET,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,299.3,0.2,171.0,,,,,,,,,14.7,8.2,11.5,305.0,33.8,0.4,2.0,4884.0,14.35
kanxxx99,Kansas City Chiefs,KC,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,327.8,0.2,182.6,,,,,,,,,14.8,8.4,10.7,301.0,33.0,0.4,2.3,4735.0,14.33
MixoJo00,Joe Mixon,CIN,rb,@ 10:11 PM EDT,27,13.3,,,,,,,,,,,,180.7,35.7,6.5,726.0,20.6,44.1,2.2,328.3,,,,,,,,,,,,,,,,,,,,,15.05
CookJa05,James Cook,BUF,rb,@ 10:11 PM EDT,24,13.3,,,,,,,,,,,,162.5,35.3,3.2,801.3,22.4,43.3,2.9,395.3,,,,,,,,,,,,,,,,,,,,,14.87
seaxxx99,Seattle Seahawks,SEA,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,258.7,0.1,109.3,,,,,,,,,14.5,8.2,10.7,319.0,32.1,0.4,2.1,4963.0,14.16
sdgxxx99,Los Angeles Chargers,LAC,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,244.9,0.2,164.2,,,,,,,,,14.2,8.2,10.7,316.0,32.1,0.4,2.0,4739.0,14.11
StevRh00,Rhamondre Stevenson,NE,rb,@ 10:11 PM EDT,25,13.3,,,,,,,,,,,,171.2,34.8,4.8,747.7,22.6,49.5,1.7,352.7,,,,,,,,,,,,,,,,,,,,,14.82
miaxxx99,Miami Dolphins,MIA,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,260.5,0.2,185.9,,,,,,,,,12.6,7.0,9.9,307.0,34.6,0.4,2.1,4539.0,14.05
StafMa00,Matthew Stafford,LAR,qb,@ 10:11 PM EDT,35,14.0,,431.6,284.0,157.0,10.3,14.7,18.2,3263.7,7.6,,,34.7,5.0,1.3,92.0,,,,,,,,,,,,,,,,,,,,,,,,,14.03
gnbxxx99,Green Bay Packers,GB,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.2,466.1,0.2,200.3,,,,,,,,,13.1,6.6,12.4,324.0,29.6,0.4,1.9,4772.0,13.91
HiggTe00,Tee Higgins,CIN,wr,@ 10:11 PM EDT,24,13.7,,,,,,,,,,,,,,,,43.3,66.1,6.1,911.7,,,,,,,,,,,,,,,,,,,,,14.18
PickKe00,Kenny Pickett,PIT,qb,@ 10:11 PM EDT,25,14.0,,462.2,297.7,164.9,10.9,20.5,15.4,3180.0,6.9,,,48.6,9.1,1.8,181.7,,,,,,,,,,,,,,,,,,,,,,,,,13.8
GibbJa00,Jahmyr Gibbs,DET,rb,@ 10:11 PM EDT,21,13.3,,,,,,,,,,,,140.0,30.4,4.7,641.3,22.3,43.4,3.3,386.7,,,,,,,,,,,,,,,,,,,,,14.48
cinxxx99,Cincinnati Bengals,CIN,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,262.5,0.2,182.0,,,,,,,,,14.1,7.8,10.7,296.0,30.5,0.4,1.6,4585.0,13.77
nygxxx99,New York Giants,NYG,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,269.4,0.2,169.5,,,,,,,,,14.6,8.2,8.2,323.0,32.9,0.4,1.9,4878.0,13.77
clexxx99,Cleveland Browns,CLE,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,353.8,0.2,179.8,,,,,,,,,12.0,6.6,9.5,317.0,29.6,0.4,2.4,4612.0,13.71
minxxx99,Minnesota Vikings,MIN,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,304.3,0.2,176.6,,,,,,,,,13.2,6.6,10.7,352.0,31.3,0.3,1.6,5291.0,13.64
cltxxx99,Indianapolis Colts,IND,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,425.7,0.2,199.3,,,,,,,,,16.1,8.6,9.1,336.0,31.3,0.3,1.3,4776.0,13.57
wasxxx99,Washington Commanders,WAS,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,362.8,0.3,214.0,,,,,,,,,12.9,7.0,7.8,334.0,30.9,0.3,2.3,4674.0,13.56
WillKy02,Kyren Williams,LAR,rb,@ 10:11 PM EDT,23,13.3,,,,,,,,,,,,187.7,37.1,7.5,737.0,16.6,35.0,1.6,277.0,0.0,95.3,0.0,35.2,,,,,,,,,,,,,,,,,14.2
CarrDe02,Derek Carr,NO,qb,@ 10:11 PM EDT,32,14.0,,433.5,282.5,157.8,12.2,21.3,19.3,3228.7,7.4,,,25.5,3.3,0.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,13.5
HoweSa00,Sam Howell,WAS,qb,@ 10:11 PM EDT,23,13.7,,400.3,258.3,144.7,11.2,23.3,16.7,2853.3,7.1,,,37.4,9.7,2.5,179.7,,,,,,,,,,,,,,,,,,,,,,,,,13.79
carxxx99,Carolina Panthers,CAR,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,288.5,0.2,198.2,,,,,,,,,15.1,6.6,9.1,325.0,30.5,0.3,1.8,4772.0,13.44
otixxx99,Tennessee Titans,TEN,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,343.0,0.2,190.8,,,,,,,,,10.9,5.4,10.7,310.0,30.5,0.4,1.6,4977.0,13.43
denxxx99,Denver Broncos,DEN,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,217.5,0.2,193.7,,,,,,,,,11.2,6.6,12.4,298.0,26.4,0.4,1.3,4593.0,13.42
atlxxx99,Atlanta Falcons,ATL,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,284.8,0.2,145.7,,,,,,,,,12.8,7.0,9.5,313.0,26.0,0.3,2.1,4811.0,13.36
crdxxx99,Arizona Cardinals,ARI,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,264.8,0.2,196.1,,,,,,,,,13.2,7.0,9.1,371.0,28.0,0.3,1.9,5007.0,13.36
StroCJ00,C.J. Stroud,HOU,qb,@ 10:11 PM EDT,22,12.7,,469.3,298.7,166.7,14.3,20.5,15.3,3183.3,6.8,,,49.6,9.0,2.1,173.3,,,,,,,,,,,,,,,,,,,,,,,,,14.72
MetcDK00,DK Metcalf,SEA,wr,@ 10:11 PM EDT,25,13.7,,,,,,,,,,,,0.7,0.1,,3.3,40.3,62.7,6.7,827.3,,,,,,,,,,,,,,,,,,,,,13.59
tamxxx99,Tampa Bay Buccaneers,TB,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,242.8,0.2,189.4,,,,,,,,,13.8,7.8,7.8,318.0,31.7,0.4,1.2,4702.0,13.27
JoneAa00,Aaron Jones,GB,rb,@ 10:11 PM EDT,28,13.3,,,,,,,,,,,,150.8,33.4,3.8,738.3,20.0,40.4,2.6,338.0,,,,,,,,,,,,,,,,,,,,,13.9
SamuDe00,Deebo Samuel,SF,wr,@ 10:11 PM EDT,27,13.7,,,,,,,,,,,,33.3,10.1,2.2,195.3,33.9,52.4,4.8,713.7,,,,,,,,,,,,,,,,,,,,,13.54
WilsGa00,Garrett Wilson,NYJ,wr,@ 10:11 PM EDT,23,13.7,,,,,,,,,,,,3.1,0.7,,17.7,40.7,62.6,5.9,851.7,,,,,,,,,,,,,,,,,,,,,13.53
BarkSa00,Saquon Barkley,NYG,rb,@ 10:11 PM EDT,26,12.1,,,,,,,,,,,,175.2,35.9,5.6,753.7,17.3,38.2,1.3,274.7,,,,,,,,,,,,,,,,,,,,,15.03
EvanMi00,Mike Evans,TB,wr,@ 10:11 PM EDT,30,13.7,,,,,,,,,,,,,,,,40.8,61.0,5.4,875.0,,,,,,,,,,,,,,,,,,,,,13.22
ramxxx99,Los Angeles Rams,LAR,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,292.9,0.2,153.5,,,,,,,,,10.4,5.4,10.7,349.0,26.4,0.3,1.1,5048.0,12.91
PittMi01,Michael Pittman Jr,IND,wr,@ 10:11 PM EDT,26,13.7,,,,,,,,,,,,,,,,41.6,71.0,4.5,815.7,,,,,,,,,,,,,,,,,,,,,13.13
EtieTr00,Travis Etienne Jr.,JAX,rb,@ 10:11 PM EDT,24,13.3,,,,,,,,,,,,179.3,39.3,4.6,866.3,15.7,32.6,1.1,273.0,,,,,,,,,,,,,,,,,,,,,13.4
LockTy00,Tyler Lockett,SEA,wr,@ 10:11 PM EDT,31,13.7,,,,,,,,,,,,,,,,39.4,64.7,5.9,782.7,0.0,30.4,0.0,14.5,,,,,,,,,,,,,,,,,13.06
chixxx99,Chicago Bears,CHI,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,351.5,0.2,180.4,,,,,,,,,12.9,6.6,10.3,349.0,22.2,0.3,1.1,5069.0,12.72
raixxx99,Las Vegas Raiders,LV,td,@ 10:11 PM EDT,,14.0,,,,,,,,,,,,,,,,,,,,0.1,283.6,0.2,205.5,,,,,,,,,12.4,6.6,5.8,368.0,26.8,0.3,1.8,5089.0,12.71
AiyuBr00,Brandon Aiyuk,SF,wr,@ 10:11 PM EDT,25,13.2,,,,,,,,,,,,4.1,1.3,0.4,23.0,37.3,57.2,6.2,778.7,,,,,,,,,,,,,,,,,,,,,13.35
HockTJ00,T.J. Hockenson,MIN,te,@ 10:11 PM EDT,26,13.7,,,,,,,,,,,,,,,,39.6,75.0,5.3,692.0,,,,,,,,,,,,,,,,,,,,,12.88
GaroJi01,Jimmy Garoppolo,LV,qb,@ 10:11 PM EDT,31,14.0,,361.9,245.8,134.4,8.5,14.7,18.1,2708.0,7.5,,,39.2,3.4,1.3,53.7,,,,,,,,,,,,,,,,,,,,,,,,,12.45
AndrMa00,Mark Andrews,BAL,te,@ 10:11 PM EDT,28,13.7,,,,,,,,,,,,0.7,0.1,,3.3,38.1,64.0,5.9,741.3,,,,,,,,,,,,,,,,,,,,,12.71
WhitRa00,Rachaad White,TB,rb,@ 10:11 PM EDT,24,13.3,,,,,,,,,,,,191.5,32.7,4.2,710.0,18.3,41.8,1.7,270.0,,,,,,,,,,,,,,,,,,,,,12.99
GodwCh00,Chris Godwin,TB,wr,@ 10:11 PM EDT,27,13.7,,,,,,,,,,,,1.9,0.5,0.0,11.7,40.4,69.5,3.6,795.7,,,,,,,,,,,,,,,,,,,,,12.58
HopkDe00,DeAndre Hopkins,TEN,wr,@ 10:11 PM EDT,31,13.7,,,,,,,,,,,,,,,,39.6,68.6,4.3,767.3,,,,,,,,,,,,,,,,,,,,,12.5
WilsZa00,Zach Wilson,NYJ,qb,@ 10:11 PM EDT,24,14.0,,362.7,227.5,130.7,12.5,19.3,16.5,2566.3,7.1,,,41.2,9.3,1.9,183.7,,,,,,,,,,,,,,,,,,,,,,,,,12.18
YounBr01,Bryce Young,CAR,qb,@ 10:11 PM EDT,22,13.7,,422.7,258.8,149.2,13.3,16.7,15.3,2726.0,6.4,,,43.2,9.6,1.6,198.3,,,,,,,,,,,,,,,,,,,,,,,,,12.46
TannRy00,Ryan Tannehill,TEN,qb,@ 10:11 PM EDT,35,13.7,,363.6,237.2,131.0,8.8,23.3,13.5,2698.7,7.4,,,33.3,8.2,2.2,149.0,,,,,,,,,,,,,,,,,,,,,,,,,12.45
PierDa01,Dameon Pierce,HOU,rb,@ 10:11 PM EDT,23,13.3,,,,,,,,,,,,194.1,36.4,4.4,799.3,15.0,34.6,1.3,225.0,,,,,,,,,,,,,,,,,,,,,12.74
MayfBa00,Baker Mayfield,TB,qb,@ 10:11 PM EDT,28,14.0,,396.7,260.1,143.5,9.3,14.7,15.5,2793.7,7.0,,,31.8,5.4,1.3,103.0,,,,,,,,,,,,,,,,,,,,,,,,,12.12
NacuPu00,Puka Nacua,LAR,wr,@ 10:11 PM EDT,22,12.9,,,,,,,,,,,,4.0,0.9,,23.3,38.7,66.6,4.0,754.7,0.0,63.5,0.1,52.9,,,,,,,,,,,,,,,,,13.1
RiddDe00,Desmond Ridder,ATL,qb,@ 10:11 PM EDT,24,13.3,,325.7,210.1,118.3,8.2,20.7,14.8,2290.3,7.0,,,49.9,10.9,2.7,203.7,,,,,,,,,,,,,,,,,,,,,,,,,12.65
WalkKe01,Ken Walker III,SEA,rb,@ 10:11 PM EDT,23,13.3,,,,,,,,,,,,190.3,41.7,6.2,884.7,10.1,24.1,0.8,153.7,,,,,,,,,,,,,,,,,,,,,12.62
MeyeJa00,Jakobi Meyers,LV,wr,@ 10:11 PM EDT,26,13.7,,,,,,,,,,,,3.6,0.9,0.0,22.3,37.5,64.3,4.7,727.3,,,,,,,,,,,,,,,,,,,,,12.26
ConnJa00,James Conner,ARI,rb,@ 10:11 PM EDT,28,13.3,,,,,,,,,,,,170.9,33.8,5.5,704.7,15.3,35.2,1.0,235.3,,,,,,,,,,,,,,,,,,,,,12.52
WatsCh00,Christian Watson,GB,wr,@ 10:11 PM EDT,24,13.5,,,,,,,,,,,,5.8,1.6,0.1,37.0,35.1,50.3,6.0,765.7,,,,,,,,,,,,,,,,,,,,,12.38
CoopAm00,Amari Cooper,CLE,wr,@ 10:11 PM EDT,29,13.7,,,,,,,,,,,,1.4,0.4,0.0,10.0,37.1,56.7,5.0,785.0,,,,,,,,,,,,,,,,,,,,,12.17
AddiJo00,Jordan Addison,MIN,wr,@ 10:11 PM EDT,21,13.7,,,,,,,,,,,,2.0,0.4,,10.0,37.1,60.1,4.9,753.7,,,,,,,,,,,,,,,,,,,,,12.12
FordJe00,Jerome Ford,CLE,rb,@ 10:11 PM EDT,24,13.3,,,,,,,,,,,,190.4,39.0,6.2,818.3,10.3,22.8,1.4,170.3,0.1,158.2,,,,,,,,,,,,,,,,,,,12.42
TaylJo02,Jonathan Taylor,IND,rb,@ 10:11 PM EDT,24,12.5,,,,,,,,,,,,173.5,38.0,5.3,814.3,11.7,25.8,1.3,192.0,,,,,,,,,,,,,,,,,,,,,13.19
SandMi00,Miles Sanders,CAR,rb,@ 10:11 PM EDT,26,13.3,,,,,,,,,,,,176.2,36.2,4.3,793.7,13.8,31.4,1.0,214.7,,,,,,,,,,,,,,,,,,,,,12.18
SwifDA00,D&apos;Andre Swift,PHI,rb,@ 10:11 PM EDT,24,13.3,,,,,,,,,,,,143.6,33.1,5.3,694.0,12.5,26.8,2.2,203.0,,,,,,,,,,,,,,,,,,,,,12.04
