id,name,team,pos,matchup,age,ssn-gms,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,pass-y/att,rush-2pt,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-1d,rec-rec,rec-td,rec-yds,kr-td,kr-yds,pr-td,pr-yds,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,ppg
JoneMa04,Mac Jones,NE,qb,@ 10:11 PM EDT,25,12.7,,442.8,290.2,159.9,10.3,19.3,16.8,3044.0,6.9,,,41.9,7.1,1.0,153.7,,,,,,,,,,,,,,,,,,,,,,,,,14.73
SmitDe04,DeVonta Smith,PHI,wr,@ 10:11 PM EDT,24,12.7,,,,,,,,,,,,,,,,42.1,68.3,5.6,850.3,,,0.0,19.4,,,,,,,,,,,,,,,,,14.71
jaxxxx99,Jacksonville Jaguars,JAX,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,248.7,0.2,182.2,,,,,,,,,13.2,7.0,9.6,271.0,29.8,0.4,2.4,4502.0,14.22
seaxxx99,Seattle Seahawks,SEA,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,240.2,0.1,101.5,,,,,,,,,13.5,7.6,10.0,296.0,29.8,0.4,2.0,4609.0,14.19
miaxxx99,Miami Dolphins,MIA,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,241.9,0.2,172.7,,,,,,,,,11.7,6.5,9.2,285.0,33.0,0.4,2.0,4277.0,14.14
sdgxxx99,Los Angeles Chargers,LAC,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,227.4,0.2,152.5,,,,,,,,,13.2,7.6,10.0,294.0,29.8,0.4,1.8,4401.0,14.1
norxxx99,New Orleans Saints,NO,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,214.9,0.2,156.7,,,,,,,,,10.5,6.9,10.0,271.0,32.1,0.4,1.5,4169.0,14.03
MixoJo00,Joe Mixon,CIN,rb,@ 10:11 PM EDT,27,12.3,,,,,,,,,,,,164.5,33.6,6.2,682.0,18.0,39.4,1.7,284.3,,,,,,,,,,,,,,,,,,,,,14.74
StafMa00,Matthew Stafford,LAR,qb,@ 10:11 PM EDT,35,12.7,,411.1,271.8,149.1,10.8,17.3,16.0,3143.7,7.6,,,30.2,4.9,1.2,91.3,,,,,,,,,,,,,,,,,,,,,,,,,14.32
gnbxxx99,Green Bay Packers,GB,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,432.8,0.2,186.0,,,,,,,,,12.2,6.1,11.5,301.0,27.5,0.4,1.8,4431.0,13.92
WalkKe01,Ken Walker III,SEA,rb,@ 10:11 PM EDT,23,12.3,,,,,,,,,,,,190.6,43.5,7.6,894.7,10.7,23.7,1.0,176.3,,,,,,,,,,,,,,,,,,,,,14.67
HockTJ00,T.J. Hockenson,MIN,te,@ 10:11 PM EDT,26,12.7,,,,,,,,,,,,,,,,40.9,78.2,5.3,708.0,,,,,,,,,,,,,,,,,,,,,14.27
EvanMi00,Mike Evans,TB,wr,@ 10:11 PM EDT,30,12.7,,,,,,,,,,,,,,,,41.1,61.0,5.1,890.3,,,,,,,,,,,,,,,,,,,,,14.25
RidlCa00,Calvin Ridley,JAX,wr,@ 10:11 PM EDT,28,12.7,,,,,,,,,,,,1.8,0.5,0.0,11.0,39.9,62.7,5.5,823.7,,,,,,,,,,,,,,,,,,,,,14.17
cinxxx99,Cincinnati Bengals,CIN,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,243.7,0.2,169.0,,,,,,,,,13.1,7.3,10.0,275.0,28.3,0.4,1.5,4257.0,13.8
nygxxx99,New York Giants,NYG,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,250.1,0.2,157.4,,,,,,,,,13.5,7.6,7.6,300.0,30.6,0.4,1.8,4529.0,13.79
EtieTr00,Travis Etienne Jr.,JAX,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,182.6,37.9,3.7,851.7,17.2,34.9,1.3,303.7,,,,,,,,,,,,,,,,,,,,,14.49
clexxx99,Cleveland Browns,CLE,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,328.6,0.2,166.9,,,,,,,,,11.2,6.1,8.8,294.0,27.5,0.4,2.2,4282.0,13.69
minxxx99,Minnesota Vikings,MIN,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,282.6,0.2,164.0,,,,,,,,,12.2,6.1,10.0,327.0,29.1,0.3,1.5,4913.0,13.66
wasxxx99,Washington Commanders,WAS,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,336.9,0.2,198.7,,,,,,,,,12.0,6.5,7.3,310.0,28.7,0.3,2.2,4340.0,13.6
cltxxx99,Indianapolis Colts,IND,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,395.3,0.2,185.1,,,,,,,,,15.0,8.0,8.4,312.0,29.1,0.3,1.2,4435.0,13.57
MontDa01,David Montgomery,DET,rb,@ 10:11 PM EDT,26,12.3,,,,,,,,,,,,203.5,42.6,10.5,798.7,7.2,15.8,1.0,127.7,,,,,,,,,,,,,,,,,,,,,14.28
WillKy02,Kyren Williams,LAR,rb,@ 10:11 PM EDT,23,12.3,,,,,,,,,,,,169.1,33.5,6.7,666.0,16.1,33.3,1.5,278.0,0.0,88.5,0.0,32.7,,,,,,,,,,,,,,,,,14.26
WaddJa00,Jaylen Waddle,MIA,wr,@ 10:11 PM EDT,24,12.7,,,,,,,,,,,,3.7,1.0,0.0,24.0,39.3,54.8,5.0,886.0,,,,,,,,,,,,,,,,,,,,,13.87
carxxx99,Carolina Panthers,CAR,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,267.9,0.2,184.0,,,,,,,,,14.0,6.1,8.4,302.0,28.5,0.3,1.7,4431.0,13.46
FlowZa00,Zay Flowers,BAL,wr,@ 10:11 PM EDT,23,12.7,,,,,,,,,,,,5.3,4.4,3.4,24.3,35.0,59.5,3.9,691.3,,,,,,,,,,,,,,,,,,,,,13.8
otixxx99,Tennessee Titans,TEN,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,318.5,0.2,177.1,,,,,,,,,10.1,5.0,10.0,288.0,28.3,0.4,1.5,4622.0,13.44
denxxx99,Denver Broncos,DEN,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,202.0,0.2,179.8,,,,,,,,,10.4,6.1,11.5,300.0,24.5,0.4,1.2,4400.0,13.41
atlxxx99,Atlanta Falcons,ATL,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,264.4,0.2,135.3,,,,,,,,,11.9,6.5,8.8,291.0,24.1,0.3,2.0,4467.0,13.38
crdxxx99,Arizona Cardinals,ARI,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,245.9,0.2,182.1,,,,,,,,,12.2,6.5,8.4,344.0,26.0,0.3,1.8,4649.0,13.38
HenrDe00,Derrick Henry,TEN,rb,@ 10:11 PM EDT,29,12.3,,,,,,,,,,,,204.7,41.5,7.1,855.3,10.9,22.5,0.7,200.0,,,,,,,,,,,,,,,,,,,,,14.06
MetcDK00,DK Metcalf,SEA,wr,@ 10:11 PM EDT,25,12.7,,,,,,,,,,,,0.7,0.1,,3.3,38.6,59.6,5.4,808.0,,,,,,,,,,,,,,,,,,,,,13.66
tamxxx99,Tampa Bay Buccaneers,TB,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,225.5,0.2,175.9,,,,,,,,,12.8,7.3,7.3,295.0,29.5,0.4,1.1,4366.0,13.29
TaylJo02,Jonathan Taylor,IND,rb,@ 10:11 PM EDT,24,12.1,,,,,,,,,,,,179.5,39.0,5.3,838.7,12.7,27.3,1.4,212.3,,,,,,,,,,,,,,,,,,,,,14.15
SamuDe00,Deebo Samuel,SF,wr,@ 10:11 PM EDT,27,12.7,,,,,,,,,,,,28.2,8.4,1.8,165.7,31.9,49.1,4.4,675.7,,,,,,,,,,,,,,,,,,,,,13.41
SwifDA00,D&apos;Andre Swift,PHI,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,159.3,38.2,5.9,804.7,11.6,25.4,1.5,191.3,,,,,,,,,,,,,,,,,,,,,13.62
ramxxx99,Los Angeles Rams,LAR,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,272.0,0.2,142.5,,,,,,,,,9.6,5.0,10.0,324.0,24.5,0.3,1.0,4688.0,12.91
LockTy00,Tyler Lockett,SEA,wr,@ 10:11 PM EDT,31,12.7,,,,,,,,,,,,,,,,36.7,60.9,5.7,723.0,0.0,28.3,0.0,13.4,,,,,,,,,,,,,,,,,13.23
WilsGa00,Garrett Wilson,NYJ,wr,@ 10:11 PM EDT,23,12.7,,,,,,,,,,,,1.6,0.4,,9.7,36.8,57.8,5.5,757.7,,,,,,,,,,,,,,,,,,,,,13.21
MeyeJa00,Jakobi Meyers,LV,wr,@ 10:11 PM EDT,26,12.7,,,,,,,,,,,,3.2,0.8,0.0,19.3,38.0,64.0,4.3,752.3,,,,,,,,,,,,,,,,,,,,,13.18
NacuPu00,Puka Nacua,LAR,wr,@ 10:11 PM EDT,22,11.9,,,,,,,,,,,,5.4,1.0,0.1,23.7,38.9,66.1,3.3,775.7,0.0,59.0,0.1,49.1,,,,,,,,,,,,,,,,,14.02
HoweSa00,Sam Howell,WAS,qb,@ 10:11 PM EDT,23,12.7,,372.3,242.6,134.5,11.3,21.7,14.7,2605.3,7.0,,,33.3,8.7,2.1,164.3,,,,,,,,,,,,,,,,,,,,,,,,,13.13
PickKe00,Kenny Pickett,PIT,qb,@ 10:11 PM EDT,25,12.0,,387.0,244.1,138.0,9.4,18.7,14.3,2664.0,6.9,,,35.9,6.9,1.6,133.3,,,,,,,,,,,,,,,,,,,,,,,,,13.79
raixxx99,Las Vegas Raiders,LV,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,263.3,0.2,190.8,,,,,,,,,11.5,6.1,5.4,342.0,24.9,0.3,1.7,4726.0,12.72
chixxx99,Chicago Bears,CHI,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,326.4,0.2,167.5,,,,,,,,,12.0,6.1,9.6,324.0,20.6,0.3,1.0,4707.0,12.71
StevRh00,Rhamondre Stevenson,NE,rb,@ 10:11 PM EDT,25,12.3,,,,,,,,,,,,163.3,31.5,4.0,685.7,17.7,39.7,1.1,277.3,,,,,,,,,,,,,,,,,,,,,13.4
PachIs00,Isiah Pacheco,KC,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,164.0,36.6,5.7,768.0,11.9,24.9,1.2,209.7,0.0,29.9,,,,,,,,,,,,,,,,,,,13.21
AiyuBr00,Brandon Aiyuk,SF,wr,@ 10:11 PM EDT,25,12.7,,,,,,,,,,,,3.9,0.9,0.0,22.0,34.9,52.9,5.6,737.3,,,,,,,,,,,,,,,,,,,,,12.79
CarrDe02,Derek Carr,NO,qb,@ 10:11 PM EDT,32,12.3,,392.5,260.5,142.0,10.3,20.0,14.3,2938.3,7.5,,,21.2,2.9,0.7,55.7,,,,,,,,,,,,,,,,,,,,,,,,,13.09
KamaAl00,Alvin Kamara,NO,rb,@ 10:11 PM EDT,28,12.3,,,,,,,,,,,,138.6,25.9,2.9,572.7,20.5,43.6,1.8,335.7,,,,,,,,,,,,,,,,,,,,,13.09
AchaDe00,De'Von Achane,MIA,rb,@ 10:11 PM EDT,22,12.1,,,,,,,,,,,,111.6,27.7,5.0,566.0,16.1,33.0,2.5,271.3,0.0,129.6,,,,,,,,,,,,,,,,,,,13.28
CoopAm00,Amari Cooper,CLE,wr,@ 10:11 PM EDT,29,12.7,,,,,,,,,,,,1.3,0.4,0.0,9.0,36.1,55.2,4.3,770.0,,,,,,,,,,,,,,,,,,,,,12.57
ConnJa00,James Conner,ARI,rb,@ 10:11 PM EDT,28,12.3,,,,,,,,,,,,163.9,34.2,6.5,688.0,11.7,26.8,0.9,185.0,,,,,,,,,,,,,,,,,,,,,12.77
BrowMa05,Marquise Brown,ARI,wr,@ 10:11 PM EDT,26,12.7,,,,,,,,,,,,1.1,0.3,0.0,7.7,36.5,61.1,3.7,731.7,,,,,,,,,,,,,,,,,,,,,12.42
YounBr01,Bryce Young,CAR,qb,@ 10:11 PM EDT,22,12.7,,408.6,250.5,143.4,10.1,18.7,13.1,2594.0,6.3,,,37.2,7.7,1.2,162.3,,,,,,,,,,,,,,,,,,,,,,,,,12.38
CollNi00,Nico Collins,HOU,wr,@ 10:11 PM EDT,24,12.7,,,,,,,,,,,,1.1,0.3,,7.7,36.3,54.1,3.6,795.0,,,,,,,,,,,,,,,,,,,,,12.31
FordJe00,Jerome Ford,CLE,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,159.7,32.3,5.0,681.7,13.1,27.8,1.6,219.3,0.1,146.9,,,,,,,,,,,,,,,,,,,12.64
MayfBa00,Baker Mayfield,TB,qb,@ 10:11 PM EDT,28,12.7,,351.3,229.5,127.3,8.8,13.3,14.4,2512.0,7.2,,,30.4,5.2,1.2,99.3,,,,,,,,,,,,,,,,,,,,,,,,,12.21
ThieAd00,Adam Thielen,CAR,wr,@ 10:11 PM EDT,33,12.7,,,,,,,,,,,,,,,,35.5,62.9,4.0,675.3,,,,,,,,,,,,,,,,,,,,,12.17
SandMi00,Miles Sanders,CAR,rb,@ 10:11 PM EDT,26,12.1,,,,,,,,,,,,148.4,29.7,3.8,645.0,16.2,36.6,1.1,252.0,,,,,,,,,,,,,,,,,,,,,12.71
AddiJo00,Jordan Addison,MIN,wr,@ 10:11 PM EDT,21,12.7,,,,,,,,,,,,2.0,0.4,,10.0,33.2,52.1,5.4,684.0,,,,,,,,,,,,,,,,,,,,,12.16
HiggTe00,Tee Higgins,CIN,wr,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,,,,,33.9,52.7,5.0,709.0,,,,,,,,,,,,,,,,,,,,,12.44
AndrMa00,Mark Andrews,BAL,te,@ 10:11 PM EDT,28,12.7,,,,,,,,,,,,0.7,0.1,,3.3,33.2,55.8,5.4,644.7,,,,,,,,,,,,,,,,,,,,,12.06
WhitRa00,Rachaad White,TB,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,181.5,30.4,3.7,666.3,14.9,34.4,1.5,222.3,,,,,,,,,,,,,,,,,,,,,12.39
JoneAa00,Aaron Jones,GB,rb,@ 10:11 PM EDT,28,12.3,,,,,,,,,,,,121.8,27.1,3.2,595.3,15.9,32.4,2.4,271.7,,,,,,,,,,,,,,,,,,,,,12.28
TannRy00,Ryan Tannehill,TEN,qb,@ 10:11 PM EDT,35,12.7,,320.7,209.0,115.7,7.7,24.7,12.3,2365.0,7.4,,,29.5,7.3,1.9,133.7,,,,,,,,,,,,,,,,,,,,,,,,,11.91
