id,name,team,pos,matchup,age,ssn-gms,pass-2pt,pass-att,pass-cmp,pass-1d,pass-int,pass-sck,pass-td,pass-yds,pass-y/att,rush-2pt,rush-2pt,rush-car,rush-1d,rush-td,rush-yds,rec-1d,rec-rec,rec-td,rec-yds,kr-td,kr-yds,pr-td,pr-yds,kck-xpa,kck-xpc,kck-xpm,kck-fga,kck-fgc,kck-fgm,tmd-2pr,tmd-blk,tmd-fmf,tmd-fmr,tmd-int,tmd-pa,tmd-sck,tmd-saf,tmd-td,tmd-ya,ppg
KuppCo00,Cooper Kupp,LAR,wr,@ 10:11 PM EDT,30,11.9,,,,,,,,,,,,4.4,1.0,0.0,24.0,47.7,80.0,5.3,943.0,,,,,,,,,,,,,,,,,,,,,17.46
LawrTr00,Trevor Lawrence,JAX,qb,@ 10:11 PM EDT,24,12.0,,425.0,283.3,155.0,7.6,14.7,17.5,3001.3,7.1,,,51.2,11.7,1.9,244.0,,,,,,,,,,,,,,,,,,,,,,,,,17.33
KelcTr00,Travis Kelce,KC,te,@ 10:11 PM EDT,34,11.7,,,,,,,,,,,,,,,,43.7,72.1,8.6,840.7,,,,,,,,,,,,,,,,,,,,,17.79
StBrAm00,Amon-Ra St. Brown,DET,wr,@ 10:11 PM EDT,24,11.5,,,,,,,,,,,,5.8,1.8,0.3,37.3,44.7,75.6,5.5,873.7,,,,,,,,,,,,,,,,,,,,,17.44
PurdBr00,Brock Purdy,SF,qb,@ 10:11 PM EDT,23,11.7,,321.2,224.1,122.2,5.7,14.0,19.6,2723.7,8.5,,,38.5,6.7,2.9,95.0,,,,,,,,,,,,,,,,,,,,,,,,,17.16
GoffJa00,Jared Goff,DET,qb,@ 10:11 PM EDT,29,11.7,,382.5,261.8,143.3,7.3,11.3,20.8,2947.0,7.7,,,25.8,4.4,1.2,80.0,,,,,,,,,,,,,,,,,,,,,,,,,17.06
StroCJ00,C.J. Stroud,HOU,qb,@ 10:11 PM EDT,22,12.0,,423.9,273.2,152.8,7.9,20.7,17.0,3106.7,7.3,,,39.5,7.8,1.6,155.7,,,,,,,,,,,,,,,,,,,,,,,,,16.54
SmitGe01,Geno Smith,SEA,qb,@ 10:11 PM EDT,33,12.7,,403.2,276.7,148.9,6.6,15.3,17.5,2977.7,7.4,,,35.7,8.0,1.1,170.7,,,,,,,,,,,,,,,,,,,,,,,,,15.55
BurrJo01,Joe Burrow,CIN,qb,@ 10:11 PM EDT,26,11.9,,421.8,281.1,154.9,8.1,18.0,19.5,3036.0,7.2,,,38.5,5.2,0.9,107.0,,,,,,,,,,,,,,,,,,,,,,,,,16.45
JoneDa05,Daniel Jones,NYG,qb,@ 10:11 PM EDT,26,12.0,,365.1,244.4,131.7,8.6,22.0,11.9,2463.7,6.7,,,88.6,23.2,3.1,499.7,,,,,,,,,,,,,,,,,,,,,,,,,16.23
PollTo01,Tony Pollard,DAL,rb,@ 10:11 PM EDT,26,11.7,,,,,,,,,,,,180.4,41.7,6.8,869.7,15.4,33.4,1.7,249.7,,,,,,,,,,,,,,,,,,,,,16.65
dalxxx99,Dallas Cowboys,DAL,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,170.7,0.2,179.5,,,,,,,,,13.2,7.8,12.0,230.0,37.5,0.5,2.8,3866.0,16.11
LoveJo01,Jordan Love,GB,qb,@ 10:11 PM EDT,24,12.0,,365.0,223.4,131.6,8.1,10.7,18.5,2647.0,7.3,,,37.9,8.7,2.1,164.0,,,,,,,,,,,,,,,,,,,,,,,,,15.82
PresDa01,Dak Prescott,DAL,qb,@ 10:11 PM EDT,30,11.7,,384.5,260.7,142.1,7.7,18.0,18.0,2745.0,7.1,,,36.9,7.9,1.8,152.0,,,,,,,,,,,,,,,,,,,,,,,,,16.24
sfoxxx99,San Francisco 49ers,SF,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,195.1,0.2,166.6,,,,,,,,,12.9,7.6,12.0,220.0,37.0,0.5,2.3,3476.0,15.79
LambCe00,CeeDee Lamb,DAL,wr,@ 10:11 PM EDT,24,12.0,,,,,,,,,,,,7.2,1.7,0.0,42.0,41.9,67.2,5.4,854.3,,,0.0,17.6,,,,,,,,,,,,,,,,,15.74
phixxx99,Philadelphia Eagles,PHI,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,231.9,0.2,196.6,,,,,,,,,12.7,7.2,10.6,224.0,37.0,0.5,2.7,3508.0,15.69
JacoJo00,Josh Jacobs,LV,rb,@ 10:11 PM EDT,25,11.7,,,,,,,,,,,,184.8,36.0,5.7,753.0,19.1,40.7,1.1,317.3,,,,,,,,,,,,,,,,,,,,,16.04
pitxxx99,Pittsburgh Steelers,PIT,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,189.1,0.2,154.3,,,,,,,,,12.0,8.0,12.0,266.0,36.0,0.4,1.9,4369.0,15.56
WilsRu00,Russell Wilson,DEN,qb,@ 10:11 PM EDT,34,12.0,,361.2,234.5,132.7,7.9,16.0,18.7,2653.0,7.3,,,36.0,8.0,1.0,173.3,,,,,,,,,,,,,,,,,,,,,,,,,15.49
bufxxx99,Buffalo Bills,BUF,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,300.9,0.2,170.8,,,,,,,,,12.3,7.5,12.0,236.0,33.0,0.4,2.0,3745.0,15.27
norxxx99,New Orleans Saints,NO,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,198.4,0.2,144.6,,,,,,,,,10.5,6.9,10.0,271.0,32.5,0.4,1.5,4169.0,14.06
nwexxx99,New England Patriots,NE,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,273.4,0.2,206.1,,,,,,,,,12.6,6.7,11.5,238.0,31.0,0.5,2.5,3858.0,15.16
detxxx99,Detroit Lions,DET,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,256.6,0.2,146.6,,,,,,,,,12.6,7.1,10.6,235.0,35.0,0.4,1.8,3772.0,15.04
HoweSa00,Sam Howell,WAS,qb,@ 10:11 PM EDT,23,12.0,,400.3,263.3,144.5,11.7,26.7,14.7,2847.0,7.1,,,40.7,10.4,2.1,207.7,,,,,,,,,,,,,,,,,,,,,,,,,14.99
NacuPu00,Puka Nacua,LAR,wr,@ 10:11 PM EDT,22,12.0,,,,,,,,,,,,5.4,1.0,0.1,23.7,42.2,69.8,3.4,859.3,0.0,54.4,0.1,45.3,,,,,,,,,,,,,,,,,14.93
OlavCh00,Chris Olave,NO,wr,@ 10:11 PM EDT,23,12.0,,,,,,,,,,,,1.0,0.3,0.0,7.3,42.2,64.6,3.8,910.0,,,,,,,,,,,,,,,,,,,,,14.9
sdgxxx99,Los Angeles Chargers,LAC,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,227.4,0.2,152.5,,,,,,,,,12.6,7.9,9.2,289.0,34.0,0.4,1.7,4452.0,14.81
BarkSa00,Saquon Barkley,NYG,rb,@ 10:11 PM EDT,26,11.3,,,,,,,,,,,,168.3,34.6,5.8,717.7,17.5,39.0,0.9,276.0,,,,,,,,,,,,,,,,,,,,,15.76
otixxx99,Tennessee Titans,TEN,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,294.0,0.2,163.5,,,,,,,,,10.1,5.0,10.0,288.0,31.0,0.4,1.5,4622.0,13.65
ravxxx99,Baltimore Ravens,BAL,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,222.6,0.2,173.0,,,,,,,,,11.9,7.0,9.0,227.0,34.0,0.5,2.0,3720.0,14.79
EvanMi00,Mike Evans,TB,wr,@ 10:11 PM EDT,30,12.3,,,,,,,,,,,,,,,,40.1,59.8,5.2,863.0,,,,,,,,,,,,,,,,,,,,,14.36
CookJa05,James Cook,BUF,rb,@ 10:11 PM EDT,24,11.3,,,,,,,,,,,,152.2,34.1,3.7,758.3,18.0,35.8,2.1,316.7,,,,,,,,,,,,,,,,,,,,,15.62
kanxxx99,Kansas City Chiefs,KC,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,281.0,0.2,156.5,,,,,,,,,12.7,7.4,9.2,254.0,32.0,0.4,2.0,3980.0,14.71
WalkKe01,Ken Walker III,SEA,rb,@ 10:11 PM EDT,23,12.3,,,,,,,,,,,,187.0,42.8,8.6,850.3,9.4,21.3,0.6,157.0,,,,,,,,,,,,,,,,,,,,,14.23
PittMi01,Michael Pittman Jr,IND,wr,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,,,,,41.4,74.1,3.8,781.0,,,,,,,,,,,,,,,,,,,,,14.6
MoorDJ00,DJ Moore,CHI,wr,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,2.4,0.6,0.0,14.0,37.9,53.6,6.0,836.7,,,,,,,,,,,,,,,,,,,,,14.57
nyjxxx99,New York Jets,NYJ,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,230.7,0.2,126.9,,,,,,,,,8.5,6.0,11.5,227.0,28.5,0.4,2.0,3709.0,14.56
cinxxx99,Cincinnati Bengals,CIN,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,225.0,0.2,156.0,,,,,,,,,12.1,6.7,10.6,254.0,31.5,0.4,1.5,3930.0,14.53
seaxxx99,Seattle Seahawks,SEA,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,240.2,0.1,101.5,,,,,,,,,12.4,7.5,9.5,272.0,30.0,0.4,1.8,4333.0,14.51
StafMa00,Matthew Stafford,LAR,qb,@ 10:11 PM EDT,35,11.7,,395.1,260.2,142.7,10.4,16.0,14.7,3033.7,7.7,,,28.2,5.0,1.2,94.7,,,,,,,,,,,,,,,,,,,,,,,,,14.84
clexxx99,Cleveland Browns,CLE,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,328.6,0.2,166.9,,,,,,,,,10.3,5.7,7.9,231.0,34.0,0.4,2.1,3778.0,14.42
crdxxx99,Arizona Cardinals,ARI,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,227.0,0.2,168.1,,,,,,,,,11.3,6.5,9.2,318.0,31.5,0.3,1.8,4359.0,14.4
SmitDe04,DeVonta Smith,PHI,wr,@ 10:11 PM EDT,24,11.7,,,,,,,,,,,,,,,,38.8,62.6,5.2,787.3,,,0.0,17.9,,,,,,,,,,,,,,,,,14.76
cltxxx99,Indianapolis Colts,IND,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,364.9,0.2,170.9,,,,,,,,,13.8,7.5,8.0,275.0,33.0,0.3,1.5,4134.0,14.34
EtieTr00,Travis Etienne Jr.,JAX,rb,@ 10:11 PM EDT,24,11.7,,,,,,,,,,,,176.0,35.0,3.7,780.3,17.4,36.1,1.3,300.3,,,,,,,,,,,,,,,,,,,,,14.74
WillKy02,Kyren Williams,LAR,rb,@ 10:11 PM EDT,23,11.7,,,,,,,,,,,,172.2,33.8,6.9,671.0,14.9,31.2,1.4,254.3,0.0,81.7,0.0,30.2,,,,,,,,,,,,,,,,,14.74
htxxxx99,Houston Texans,HOU,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,167.4,0.2,172.6,,,,,,,,,13.1,6.7,11.0,279.0,27.0,0.4,1.6,4271.0,14.27
gnbxxx99,Green Bay Packers,GB,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,399.5,0.2,171.7,,,,,,,,,11.2,6.0,10.5,277.0,29.0,0.4,1.6,4091.0,14.24
jaxxxx99,Jacksonville Jaguars,JAX,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,229.6,0.2,168.1,,,,,,,,,12.2,6.5,8.5,250.0,29.0,0.4,2.0,4156.0,14.19
WaddJa00,Jaylen Waddle,MIA,wr,@ 10:11 PM EDT,24,12.0,,,,,,,,,,,,3.7,1.0,0.0,24.0,38.2,53.8,4.7,858.0,,,,,,,,,,,,,,,,,,,,,14.17
AiyuBr00,Brandon Aiyuk,SF,wr,@ 10:11 PM EDT,25,11.7,,,,,,,,,,,,3.3,0.9,0.0,22.0,36.6,54.3,5.8,784.7,,,,,,,,,,,,,,,,,,,,,14.52
ramxxx99,Los Angeles Rams,LAR,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,251.1,0.2,131.5,,,,,,,,,9.6,5.0,9.0,288.0,25.0,0.3,1.5,4534.0,13.02
MetcDK00,DK Metcalf,SEA,wr,@ 10:11 PM EDT,25,12.7,,,,,,,,,,,,,,,,37.4,56.9,5.4,790.3,,,,,,,,,,,,,,,,,,,,,13.27
JoneMa04,Mac Jones,NE,qb,@ 10:11 PM EDT,25,11.7,,417.5,269.1,149.8,10.9,14.0,15.4,2785.3,6.7,,,35.9,6.1,1.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,14.31
CollNi00,Nico Collins,HOU,wr,@ 10:11 PM EDT,24,12.0,,,,,,,,,,,,1.1,0.3,,7.3,38.3,57.0,4.3,835.0,,,,,,,,,,,,,,,,,,,,,13.9
MayfBa00,Baker Mayfield,TB,qb,@ 10:11 PM EDT,28,12.3,,357.9,242.6,131.6,8.8,14.7,15.4,2639.3,7.4,,,37.4,6.1,1.2,121.3,,,,,,,,,,,,,,,,,,,,,,,,,13.49
chixxx99,Chicago Bears,CHI,td,@ 10:11 PM EDT,,13.0,,,,,,,,,,,,,,,,,,,,0.1,301.3,0.2,154.6,,,,,,,,,12.0,6.0,9.5,324.0,21.0,0.3,1.0,4944.0,12.71
wasxxx99,Washington Commanders,WAS,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,311.0,0.2,183.4,,,,,,,,,11.1,6.0,7.0,288.0,29.0,0.3,1.8,4050.0,13.74
carxxx99,Carolina Panthers,CAR,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,247.3,0.2,169.9,,,,,,,,,12.9,5.5,7.5,279.0,29.5,0.3,1.7,4065.0,13.73
WilsGa00,Garrett Wilson,NYJ,wr,@ 10:11 PM EDT,23,12.0,,,,,,,,,,,,1.6,0.4,,9.7,35.5,58.9,5.8,698.0,,,,,,,,,,,,,,,,,,,,,13.71
PachIs00,Isiah Pacheco,KC,rb,@ 10:11 PM EDT,24,11.3,,,,,,,,,,,,168.0,37.4,5.4,798.0,11.9,25.2,1.2,207.7,0.0,27.6,,,,,,,,,,,,,,,,,,,14.47
HockTJ00,T.J. Hockenson,MIN,te,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,,,,,36.8,70.5,4.9,637.7,,,,,,,,,,,,,,,,,,,,,13.64
tamxxx99,Tampa Bay Buccaneers,TB,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,225.5,0.2,175.9,,,,,,,,,11.9,7.0,7.0,272.0,27.5,0.4,1.4,4031.0,13.6
MixoJo00,Joe Mixon,CIN,rb,@ 10:11 PM EDT,27,11.7,,,,,,,,,,,,159.2,32.3,5.4,668.0,14.8,32.2,1.5,239.0,,,,,,,,,,,,,,,,,,,,,13.98
nygxxx99,New York Giants,NYG,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,230.9,0.2,145.3,,,,,,,,,12.5,7.1,6.5,288.0,27.0,0.4,1.6,4388.0,13.59
HenrDe00,Derrick Henry,TEN,rb,@ 10:11 PM EDT,29,11.7,,,,,,,,,,,,201.4,41.7,6.6,875.3,8.2,16.2,0.9,161.0,,,,,,,,,,,,,,,,,,,,,13.95
minxxx99,Minnesota Vikings,MIN,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,260.9,0.2,151.4,,,,,,,,,11.3,5.5,8.5,302.0,26.0,0.3,1.5,4535.0,13.51
RidlCa00,Calvin Ridley,JAX,wr,@ 10:11 PM EDT,28,12.0,,,,,,,,,,,,3.1,0.7,0.0,17.7,34.8,53.9,5.5,723.0,,,,,,,,,,,,,,,,,,,,,13.43
MontDa01,David Montgomery,DET,rb,@ 10:11 PM EDT,26,11.3,,,,,,,,,,,,185.1,39.4,9.7,735.7,6.1,13.7,0.9,110.0,,,,,,,,,,,,,,,,,,,,,14.21
atlxxx99,Atlanta Falcons,ATL,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,244.1,0.2,124.9,,,,,,,,,11.0,6.0,8.1,268.0,22.0,0.3,1.8,4124.0,13.34
SwifDA00,D&apos;Andre Swift,PHI,rb,@ 10:11 PM EDT,24,11.3,,,,,,,,,,,,155.8,37.7,5.9,791.0,10.2,23.5,1.2,158.7,,,,,,,,,,,,,,,,,,,,,14.13
denxxx99,Denver Broncos,DEN,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,186.4,0.2,166.0,,,,,,,,,9.6,6.0,10.0,277.0,22.0,0.4,1.1,4523.0,13.32
miaxxx99,Miami Dolphins,MIA,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,223.3,0.2,159.4,,,,,,,,,10.8,6.0,8.5,263.0,20.5,0.4,1.8,3948.0,13.3
MeyeJa00,Jakobi Meyers,LV,wr,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,3.2,0.8,0.0,19.3,36.6,60.9,3.8,735.0,,,,,,,,,,,,,,,,,,,,,13.29
TaylJo02,Jonathan Taylor,IND,rb,@ 10:11 PM EDT,24,11.5,,,,,,,,,,,,172.2,39.1,5.9,826.3,9.4,20.4,0.9,162.7,,,,,,,,,,,,,,,,,,,,,13.81
CoopAm00,Amari Cooper,CLE,wr,@ 10:11 PM EDT,29,12.7,,,,,,,,,,,,1.3,0.4,0.0,9.0,35.8,54.3,4.3,767.0,,,,,,,,,,,,,,,,,,,,,12.46
AchaDe00,De'Von Achane,MIA,rb,@ 10:11 PM EDT,22,11.7,,,,,,,,,,,,113.9,29.4,5.7,590.7,14.0,28.8,2.0,240.3,0.0,119.6,,,,,,,,,,,,,,,,,,,13.45
KamaAl00,Alvin Kamara,NO,rb,@ 10:11 PM EDT,28,11.7,,,,,,,,,,,,128.2,23.8,2.4,533.3,21.4,48.0,1.4,328.7,,,,,,,,,,,,,,,,,,,,,13.37
LockTy00,Tyler Lockett,SEA,wr,@ 10:11 PM EDT,31,12.7,,,,,,,,,,,,,,,,34.5,57.7,5.0,679.3,0.0,28.3,0.0,13.4,,,,,,,,,,,,,,,,,12.29
GodwCh00,Chris Godwin,TB,wr,@ 10:11 PM EDT,27,12.7,,,,,,,,,,,,1.8,0.5,0.0,11.0,35.8,61.5,3.5,705.7,,,,,,,,,,,,,,,,,,,,,12.16
StevRh00,Rhamondre Stevenson,NE,rb,@ 10:11 PM EDT,25,11.7,,,,,,,,,,,,166.0,29.7,3.6,652.7,16.2,36.6,1.0,254.0,,,,,,,,,,,,,,,,,,,,,13.17
SamuDe00,Deebo Samuel,SF,wr,@ 10:11 PM EDT,27,11.7,,,,,,,,,,,,27.6,7.8,1.8,149.0,28.5,43.5,3.9,609.7,,,,,,,,,,,,,,,,,,,,,13.12
ThieAd00,Adam Thielen,CAR,wr,@ 10:11 PM EDT,33,12.0,,,,,,,,,,,,,,,,35.5,62.8,3.7,679.7,,,,,,,,,,,,,,,,,,,,,12.76
raixxx99,Las Vegas Raiders,LV,td,@ 10:11 PM EDT,,12.0,,,,,,,,,,,,,,,,,,,,0.1,243.1,0.2,176.1,,,,,,,,,10.6,5.5,5.0,316.0,23.0,0.3,1.6,4296.0,12.72
KirkCh00,Christian Kirk,JAX,wr,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,3.1,0.7,0.0,17.7,34.8,58.8,3.7,691.7,,,,,,,,,,,,,,,,,,,,,12.66
FordJe00,Jerome Ford,CLE,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,150.4,29.9,4.3,638.3,14.3,31.5,1.4,231.3,0.1,146.9,,,,,,,,,,,,,,,,,,,12.28
WhitRa00,Rachaad White,TB,rb,@ 10:11 PM EDT,24,12.3,,,,,,,,,,,,185.5,30.5,3.4,676.3,14.6,33.9,1.4,216.7,,,,,,,,,,,,,,,,,,,,,12.2
HiggTe00,Tee Higgins,CIN,wr,@ 10:11 PM EDT,24,10.9,,,,,,,,,,,,,,,,33.3,51.8,4.8,694.3,,,,,,,,,,,,,,,,,,,,,13.8
AndrMa00,Mark Andrews,BAL,te,@ 10:11 PM EDT,28,12.0,,,,,,,,,,,,0.7,0.1,,3.3,32.3,54.1,5.4,631.0,,,,,,,,,,,,,,,,,,,,,12.47
ConnJa00,James Conner,ARI,rb,@ 10:11 PM EDT,28,11.7,,,,,,,,,,,,154.6,32.2,5.9,654.7,11.4,26.3,1.0,180.3,,,,,,,,,,,,,,,,,,,,,12.82
YounBr01,Bryce Young,CAR,qb,@ 10:11 PM EDT,22,12.0,,373.3,233.7,132.1,9.4,16.7,12.5,2402.7,6.4,,,37.1,8.0,1.3,167.7,,,,,,,,,,,,,,,,,,,,,,,,,12.4
BrowMa05,Marquise Brown,ARI,wr,@ 10:11 PM EDT,26,12.0,,,,,,,,,,,,1.1,0.3,0.0,7.7,34.0,57.0,3.7,679.3,,,,,,,,,,,,,,,,,,,,,12.33
PickKe00,Kenny Pickett,PIT,qb,@ 10:11 PM EDT,25,11.7,,354.7,224.8,126.6,9.7,17.3,13.1,2392.0,6.7,,,33.4,6.5,1.3,129.3,,,,,,,,,,,,,,,,,,,,,,,,,12.59
CarrDe02,Derek Carr,NO,qb,@ 10:11 PM EDT,32,12.0,,372.9,247.1,134.5,9.6,21.3,12.9,2727.7,7.3,,,21.2,2.3,0.5,45.7,,,,,,,,,,,,,,,,,,,,,,,,,12.23
GaroJi01,Jimmy Garoppolo,LV,qb,@ 10:11 PM EDT,31,11.1,,325.1,221.7,120.1,9.9,14.7,14.7,2465.7,7.6,,,34.4,2.8,0.9,48.0,,,,,,,,,,,,,,,,,,,,,,,,,13.15
WatsCh00,Christian Watson,GB,wr,@ 10:11 PM EDT,24,12.0,,,,,,,,,,,,4.6,1.2,0.0,30.3,30.4,44.0,5.1,663.3,,,,,,,,,,,,,,,,,,,,,12.02
