"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"42","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"43","Nick Westbrook-Ikhine (TEN)","4","7","58","14.5","24","2","0","0","0","0","0","1","5.8","5.8","0.8%"
"44","Robert Woods (HOU)","6","10","57","9.5","19","0","0","0","0","0","0","1","5.7","5.7","14.4%"
"45","Marquise Brown (ARI)","3","5","28","9.3","11","0","0","1","29","0","0","1","5.7","5.7","92.0%"
"46","Chris Godwin (TB)","5","6","51","10.2","16","0","0","0","0","0","0","1","5.1","5.1","92.9%"
"47","Diontae Johnson (PIT)","3","6","48","16.0","26","1","0","0","0","0","0","1","4.8","4.8","82.2%"
"48","Marquez Valdes-Scantling (KC)","2","2","48","24.0","34","2","0","0","0","0","0","1","4.8","4.8","5.5%"
"49","Jayden Reed (GB)","2","5","48","24.0","30","2","0","1","-2","0","0","1","4.6","4.6","17.1%"
"50","Allen Lazard (NYJ)","2","4","46","23.0","24","2","0","0","0","0","0","1","4.6","4.6","18.2%"
"51","Rondale Moore (ARI)","3","3","33","11.0","31","2","0","2","12","0","0","1","4.5","4.5","22.9%"
"52","Justin Watson (KC)","2","4","45","22.5","26","1","0","0","0","0","0","1","4.5","4.5","0.2%"
"53","Mike Williams (LAC)","4","5","45","11.3","24","1","0","0","0","0","0","1","4.5","4.5","24.1%"
"54","Braxton Berrios (MIA)","3","5","42","14.0","16","0","0","0","0","0","0","1","4.2","4.2","3.6%"
"55","Ja'Marr Chase (CIN)","5","9","39","7.8","12","0","0","1","2","0","0","1","4.1","4.1","100.0%"
"56","Jahan Dotson (WAS)","5","7","40","8.0","14","0","0","0","0","0","0","1","4.0","4.0","51.3%"
"57","Demario Douglas (NE)","4","7","40","10.0","23","1","0","0","0","0","0","1","4.0","4.0","1.5%"
"58","Amari Cooper (CLE)","3","7","37","12.3","20","1","0","0","0","0","0","1","3.7","3.7","96.5%"
"59","Calvin Austin III (PIT)","6","6","37","6.2","13","0","0","0","0","0","0","1","3.7","3.7","2.0%"
"60","Odell Beckham Jr. (BAL)","2","3","37","18.5","29","1","0","0","0","0","0","1","3.7","3.7","37.0%"
"61","George Pickens (PIT)","5","7","36","7.2","9","0","0","0","0","0","0","1","3.6","3.6","92.0%"
"62","Rashod Bateman (BAL)","3","3","35","11.7","18","0","0","0","0","0","0","1","3.5","3.5","12.6%"
"63","Tank Dell (HOU)","3","4","34","11.3","13","0","0","0","0","0","0","1","3.4","3.4","51.8%"
"64","JuJu Smith-Schuster (NE)","4","7","33","8.3","15","0","0","0","0","0","0","1","3.3","3.3","25.8%"
"65","Gabe Davis (BUF)","2","4","32","16.0","26","1","0","0","0","0","0","1","3.2","3.2","84.4%"
"66","K.J. Osborn (MIN)","3","6","31","10.3","19","0","0","0","0","0","0","1","3.1","3.1","57.2%"
"67","Terry McLaurin (WAS)","2","4","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","93.8%"
"68","Mack Hollins (ATL)","3","4","31","10.3","11","0","0","0","0","0","0","1","3.1","3.1","0.6%"
"69","Brandon Johnson (DEN)","2","3","31","15.5","21","1","0","0","0","0","0","1","3.1","3.1","0.2%"
"70","Josh Downs (IND)","3","7","30","10.0","22","1","0","0","0","0","0","1","3.0","3.0","55.9%"
"71","Treylon Burks (TEN)","2","3","18","9.0","14","0","0","1","9","0","0","1","2.7","2.7","28.4%"
"72","DJ Moore (CHI)","2","2","25","12.5","14","0","0","0","0","0","0","1","2.5","2.5","97.7%"
"73","Van Jefferson (ATL)","4","5","24","6.0","10","0","0","0","0","0","0","1","2.4","2.4","3.8%"
"74","Terrace Marshall Jr. (CAR)","2","6","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","0.4%"
"75","Brandin Cooks (DAL)","2","4","22","11.0","16","0","0","0","0","0","0","1","2.2","2.2","45.3%"
"76","Laviska Shenault Jr. (CAR)","2","2","16","8.0","14","0","0","2","5","0","0","1","2.1","2.1","0.1%"
"77","Kalif Raymond (DET)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","1.8%"
"78","Noah Brown (HOU)","3","4","20","6.7","7","0","0","1","-1","0","0","1","1.9","1.9","0.1%"
"79","Michael Wilson (ARI)","2","4","19","9.5","15","0","0","0","0","0","0","1","1.9","1.9","12.6%"
"80","Samori Toure (GB)","2","3","18","9.0","16","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"81","Quez Watkins (PHI)","2","2","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.3%"
"82","Jonathan Mingo (CAR)","2","5","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","7.0%"
"83","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","2","17","0","0","1","1.7","1.7","0.1%"
"84","Lawrence Cager (NYG)","2","2","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"85","Darius Slayton (NYG)","3","5","15","5.0","8","0","0","0","0","0","0","1","1.5","1.5","2.4%"
"86","Tyler Scott (CHI)","2","2","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","0.2%"
"87","Deonte Harty (BUF)","3","4","9","3.0","5","0","0","1","4","0","0","1","1.3","1.3","0.4%"
"88","Jaxon Smith-Njigba (SEA)","3","5","13","4.3","10","0","0","0","0","0","0","1","1.3","1.3","58.2%"
"89","Donovan Peoples-Jones (CLE)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","3.0%"
"90","Adam Thielen (CAR)","2","2","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","93.7%"
"91","Deven Thompkins (TB)","2","3","10","5.0","8","0","0","0","0","0","0","1","1.0","1.0","0.4%"
"92","Tyler Boyd (CIN)","2","3","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","46.7%"
"93","Michael Gallup (DAL)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","26.4%"
"94","Tyler Lockett (SEA)","2","4","10","5.0","5","0","0","0","0","0","0","1","1.0","1.0","92.7%"
"95","Xavier Hutchinson (HOU)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"96","Christian Kirk (JAC)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","92.4%"
"97","Quentin Johnston (LAC)","2","3","9","4.5","11","0","0","0","0","0","0","1","0.9","0.9","25.2%"
"98","Marvin Mims Jr. (DEN)","2","2","9","4.5","5","0","0","0","0","0","0","1","0.9","0.9","12.1%"
"99","Richie James Jr. (KC)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"100","Justyn Ross (KC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.9%"
"101","Alec Pierce (IND)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.9%"
"102","Derius Davis (LAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"103","DeAndre Carter (LV)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"104","Skyy Moore (KC)","0","3","0","0","0","0","0","1","4","0","0","1","0.4","0.4","31.2%"
"105","Isaiah Hodgins (NYG)","1","3","24","24.0","24","1","0","0","0","0","1","1","0.4","0.4","1.9%"
"106","Joshua Palmer (LAC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","64.7%"
"107","Parris Campbell (NYG)","1","4","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","3.6%"
"108","Shi Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Kadarius Toney (KC)","1","5","1","1.0","1","0","0","1","-1","0","0","1","0.0","0.0","26.4%"
"110","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"113","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5%"
"117","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"118","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Keelan Doss (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Davion Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"124","Tyron Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Scott Miller (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Chase Claypool (MIA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.5%"
"134","Hunter Renfrow (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.8%"
"135","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Freddie Swain (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Scotty Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Jauan Jennings (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"145","Lynn Bowden Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Olamide Zaccheaus (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"153","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","KJ Hamler (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Denzel Mims (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Devin Duvernay (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"159","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tee Higgins (CIN)","0","8","0","0","0","0","0","0","0","0","0","1","0.0","0.0","95.4%"
"161","Jerry Jeudy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.5%"
"162","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Raleigh Webb (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Lance McCutcheon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Kaden Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Kwamie Lassiter II (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Daylen Baldwin (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Jake Bobo (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"173","Tre Tucker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"175","Andrei Iosivas (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"176","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"177","Jalin Hyatt (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.5%"
"178","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Devon Allen (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"183","A.T. Perry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"184","Dontayvion Wicks (GB)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"185","Jontre Kirklin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Derek Wright (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Jesse Matthews (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Dylan Drummond (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Terrell Bynum (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Shaquan Davis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Malik Knowles (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Grant DuBose (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"210","Matt Landers (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Isaiah Winstead (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Chase Cota (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Tyjon Lindsey (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Malik Heath (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Tyquan Thornton (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"224","John Metchie III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"225","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Austin Watkins Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Ben Skowronek (LAR)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"234","Jacob Copeland (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"236","Rakim Jarrett (TB)","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"237","Kearis Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Wan'Dale Robinson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6%"
"239","Kayshon Boutte (NE)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"240","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Jalen Tolbert (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"242","Kyle Philips (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"243","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.1%"
"245","Joseph Ngata (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Khalil Shakir (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"247","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.8%"
"249","Braylon Sanders (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Jalen Virgil (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"252","Tay Martin (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Justin Shorter (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"255","Danny Gray (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","David Bell (CLE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"258","Drake London (ATL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","90.2%"
