"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"56","Michael Pittman Jr. (IND)","8","12","56","7.0","12","0","0","0","0","0","0","1","5.6","5.6","94.5%"
"57","Michael Wilson (ARI)","3","3","56","18.7","21","1","0","0","0","0","0","1","5.6","5.6","12.6%"
"58","Michael Thomas (NO)","7","9","55","7.9","19","0","0","0","0","0","0","1","5.5","5.5","82.7%"
"59","Tyler Boyd (CIN)","6","8","52","8.7","13","0","0","0","0","0","0","1","5.2","5.2","46.7%"
"60","Jauan Jennings (SF)","2","3","51","25.5","31","3","0","0","0","0","0","1","5.1","5.1","2.1%"
"61","Chris Moore (TEN)","1","1","49","49.0","49","3","0","0","0","0","0","1","4.9","4.9","0.1%"
"62","Brandon Aiyuk (SF)","3","6","43","14.3","18","0","0","0","0","0","0","1","4.3","4.3","97.3%"
"63","Justin Watson (KC)","3","5","62","20.7","34","2","0","0","0","0","1","1","4.2","4.2","0.2%"
"64","Elijah Moore (CLE)","3","9","36","12.0","16","0","0","1","5","0","0","1","4.1","4.1","48.1%"
"65","DeAndre Hopkins (TEN)","4","5","40","10.0","14","0","0","0","0","0","0","1","4.0","4.0","92.9%"
"66","Kadarius Toney (KC)","5","5","35","7.0","17","0","0","1","3","0","0","1","3.8","3.8","26.4%"
"67","Josh Downs (IND)","4","5","37","9.3","12","0","0","0","0","0","0","1","3.7","3.7","55.9%"
"68","Tre Tucker (LV)","0","1","0","0","0","0","0","1","34","0","0","1","3.4","3.4","0.1%"
"69","River Cracraft (MIA)","2","2","34","17.0","22","1","0","0","0","0","0","1","3.4","3.4","0.1%"
"70","Jaxon Smith-Njigba (SEA)","5","6","34","6.8","16","0","0","0","0","0","0","1","3.4","3.4","58.2%"
"71","Calvin Ridley (JAC)","2","8","32","16.0","26","1","0","0","0","0","0","1","3.2","3.2","97.1%"
"72","Curtis Samuel (WAS)","3","3","19","6.3","14","0","0","1","13","0","0","1","3.2","3.2","47.3%"
"73","Ja'Marr Chase (CIN)","5","8","31","6.2","13","0","0","0","0","0","0","1","3.1","3.1","100.0%"
"74","Romeo Doubs (GB)","2","3","30","15.0","15","0","0","0","0","0","0","1","3.0","3.0","55.5%"
"75","A.J. Brown (PHI)","4","6","29","7.3","12","0","0","0","0","0","0","1","2.9","2.9","100.0%"
"76","Kendrick Bourne (NE)","4","9","29","7.3","13","0","0","0","0","0","0","1","2.9","2.9","38.8%"
"77","Odell Beckham Jr. (BAL)","3","4","29","9.7","15","0","0","0","0","0","0","1","2.9","2.9","37.0%"
"78","Braxton Berrios (MIA)","2","3","28","14.0","18","0","0","0","0","0","0","1","2.8","2.8","3.6%"
"79","JuJu Smith-Schuster (NE)","5","6","28","5.6","12","0","0","0","0","0","0","1","2.8","2.8","25.8%"
"80","Alec Pierce (IND)","2","2","28","14.0","20","1","0","0","0","0","0","1","2.8","2.8","1.9%"
"81","David Bell (CLE)","3","3","27","9.0","14","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"82","Jonathan Mingo (CAR)","3","8","26","8.7","22","1","0","0","0","0","0","1","2.6","2.6","7.0%"
"83","Jerry Jeudy (DEN)","3","5","25","8.3","11","0","0","0","0","0","0","1","2.5","2.5","77.5%"
"84","Dyami Brown (WAS)","3","3","25","8.3","9","0","0","0","0","0","0","1","2.5","2.5","0.1%"
"85","Allen Lazard (NYJ)","2","4","23","11.5","14","0","0","0","0","0","0","1","2.3","2.3","18.2%"
"86","Hunter Renfrow (LV)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","3.8%"
"87","Jahan Dotson (WAS)","3","5","22","7.3","18","0","0","0","0","0","0","1","2.2","2.2","51.3%"
"88","Ben Skowronek (LAR)","1","1","10","10.0","10","0","0","1","11","0","0","1","2.1","2.1","0.1%"
"89","Parris Campbell (NYG)","4","6","21","5.3","9","0","0","0","0","0","0","1","2.1","2.1","3.6%"
"90","Rashee Rice (KC)","2","2","20","10.0","15","0","0","0","0","0","0","1","2.0","2.0","62.2%"
"91","Trey Palmer (TB)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.5%"
"92","Rashod Bateman (BAL)","3","3","18","6.0","9","0","0","0","0","0","0","1","1.8","1.8","12.6%"
"93","Jalen Tolbert (DAL)","3","4","18","6.0","7","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"94","John Metchie III (HOU)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","1.0%"
"95","DJ Chark Jr. (CAR)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","23.2%"
"96","KaVontae Turpin (DAL)","1","1","9","9.0","9","0","0","2","6","0","0","1","1.5","1.5","0.2%"
"97","Devin Duvernay (BAL)","0","3","0","0","0","0","0","3","15","0","0","1","1.5","1.5","0.6%"
"98","Rondale Moore (ARI)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","22.9%"
"99","Joshua Palmer (LAC)","3","5","13","4.3","6","0","0","0","0","0","0","1","1.3","1.3","64.7%"
"100","Marquez Valdes-Scantling (KC)","2","3","13","6.5","8","0","0","0","0","0","0","1","1.3","1.3","5.5%"
"101","Allen Robinson II (PIT)","2","3","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","2.7%"
"102","Deven Thompkins (TB)","0","0","0","0","0","0","0","1","11","0","0","1","1.1","1.1","0.4%"
"103","Derius Davis (LAC)","0","0","0","0","0","0","0","1","10","0","0","1","1.0","1.0","0.1%"
"104","Zach Pascal (ARI)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"105","Van Jefferson (ATL)","1","4","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","3.8%"
"106","Calvin Austin III (PIT)","1","4","10","10.0","10","0","0","1","-2","0","0","1","0.8","0.8","2.0%"
"107","Laviska Shenault Jr. (CAR)","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","0.1%"
"108","Rakim Jarrett (TB)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"109","Isaiah McKenzie (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"110","Quentin Johnston (LAC)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","25.2%"
"111","Donovan Peoples-Jones (CLE)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","3.0%"
"112","Samori Toure (GB)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"113","Mecole Hardman Jr. (KC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","10.5%"
"114","Miles Boykin (PIT)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"115","Jamal Agnew (JAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"116","Erik Ezukanma (MIA)","0","1","0","0","0","0","0","3","5","0","0","1","0.5","0.5","0.1%"
"117","Lil'Jordan Humphrey (DEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"118","Byron Pringle (WAS)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"119","Sterling Shepard (NYG)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"120","Deonte Harty (BUF)","2","3","4","2.0","8","0","0","0","0","0","0","1","0.4","0.4","0.4%"
"121","Jake Bobo (SEA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.0%"
"122","Michael Gallup (DAL)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","26.4%"
"123","Antoine Green (DET)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"124","Shi Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.2%"
"130","Jakobi Meyers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.4%"
"131","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"132","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Keelan Doss (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Davion Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Tyron Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"142","Scott Miller (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","KhaDarel Hodge (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Scotty Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Darnell Mooney (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.5%"
"154","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"156","Kirk Merritt (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Freddie Swain (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"159","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Olamide Zaccheaus (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"169","Lynn Bowden Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Denzel Mims (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","KJ Hamler (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Kwamie Lassiter II (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Kaden Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Lance McCutcheon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Raleigh Webb (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Andrei Iosivas (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"185","Xavier Hutchinson (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"186","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"187","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Daylen Baldwin (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Devon Allen (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"193","A.T. Perry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"194","Jontre Kirklin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Derek Wright (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Jesse Matthews (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Dylan Drummond (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Tyler Scott (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"209","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Terrell Bynum (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Shaquan Davis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Malik Knowles (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Grant DuBose (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"218","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Matt Landers (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Chase Cota (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"224","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Isaiah Winstead (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Malik Heath (GB)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Tyjon Lindsey (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Tyquan Thornton (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"235","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Austin Watkins Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Kayshon Boutte (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"243","Ronnie Bell (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"244","Wan'Dale Robinson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.6%"
"245","Jacob Copeland (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Kearis Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Braylon Sanders (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Kyle Philips (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"249","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.1%"
"251","Joseph Ngata (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.8%"
"253","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Danny Gray (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Jalen Virgil (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","Tay Martin (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
