"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"23","Samaje Perine (DEN)","8","41","5.1","12","0","0","4","4","37","9.3","0","0","1","7.8","7.8","30.5%"
"24","Miles Sanders (CAR)","18","72","4.0","10","0","0","4","6","26","6.5","0","1","1","7.8","7.8","85.5%"
"25","Kenneth Gainwell (PHI)","14","54","3.9","16","0","0","4","4","20","5.0","0","0","1","7.4","7.4","27.2%"
"26","Joe Mixon (CIN)","13","56","4.3","22","1","0","3","5","17","5.7","0","0","1","7.3","7.3","98.4%"
"27","Josh Jacobs (LV)","19","48","2.5","7","0","0","2","3","23","11.5","0","0","1","7.1","7.1","99.8%"
"28","James Conner (ARI)","14","62","4.4","12","0","0","5","5","8","1.6","0","0","1","7.0","7.0","87.4%"
"29","Chuba Hubbard (CAR)","9","60","6.7","21","1","0","2","2","9","4.5","0","0","1","6.9","6.9","51.1%"
"30","Kenneth Walker III (SEA)","12","64","5.3","15","0","0","4","5","3","0.8","0","0","1","6.7","6.7","99.0%"
"31","Saquon Barkley (NYG)","12","51","4.3","18","0","0","3","4","12","4.0","0","0","1","6.3","6.3","100.0%"
"32","James Cook (BUF)","12","46","3.8","13","0","0","4","6","17","4.3","0","0","1","6.3","6.3","95.9%"
"33","Jahmyr Gibbs (DET)","7","42","6.0","18","0","0","2","2","18","9.0","0","0","1","6.0","6.0","97.9%"
"34","Dalvin Cook (NYJ)","13","33","2.5","10","0","0","3","3","26","8.7","0","0","1","5.9","5.9","44.0%"
"35","Javonte Williams (DEN)","13","52","4.0","11","0","0","4","6","5","1.3","0","0","1","5.7","5.7","87.4%"
"36","Isiah Pacheco (KC)","8","23","2.9","7","0","0","4","4","31","7.8","0","0","1","5.4","5.4","97.1%"
"37","Tank Bigsby (JAC)","7","13","1.9","4","0","1","0","1","0","0","0","1","1","5.3","5.3","9.9%"
"38","Gus Edwards (BAL)","8","32","4.0","13","0","0","0","0","0","0","0","0","1","5.2","5.2","72.1%"
"39","Jamaal Williams (NO)","18","45","2.5","11","0","0","2","2","7","3.5","0","0","1","5.2","5.2","35.4%"
"40","Rachaad White (TB)","17","39","2.3","6","0","0","2","2","10","5.0","0","0","1","4.9","4.9","92.2%"
"41","Dameon Pierce (HOU)","11","38","3.5","7","0","0","2","3","9","4.5","0","0","1","4.7","4.7","91.6%"
"42","AJ Dillon (GB)","13","19","1.5","7","0","0","2","3","17","8.5","0","0","1","3.6","3.6","69.6%"
"43","Alec Ingold (MIA)","0","0","0","0","0","0","2","2","34","17.0","0","0","1","3.4","3.4","0.1%"
"44","Najee Harris (PIT)","6","31","5.2","24","1","0","2","2","2","1.0","0","0","1","3.3","3.3","92.2%"
"45","Clyde Edwards-Helaire (KC)","6","22","3.7","5","0","0","1","1","7","7.0","0","0","1","2.9","2.9","6.7%"
"46","Tyjae Spears (TEN)","3","27","9.0","17","0","0","1","4","1","1.0","0","0","1","2.8","2.8","42.3%"
"47","Sean Tucker (TB)","5","15","3.0","5","0","0","2","2","9","4.5","0","0","1","2.4","2.4","0.7%"
"48","D'Onta Foreman (CHI)","5","16","3.2","11","0","0","2","3","8","4.0","0","0","1","2.4","2.4","68.9%"
"49","Rico Dowdle (DAL)","6","24","4.0","10","0","0","0","0","0","0","0","0","1","2.4","2.4","2.8%"
"50","Ezekiel Elliott (NE)","7","29","4.1","11","0","0","5","7","14","2.8","0","1","1","2.3","2.3","43.7%"
"51","Patrick Taylor Jr. (NE)","5","22","4.4","10","0","0","0","0","0","0","0","0","1","2.2","2.2","0.6%"
"52","Jake Funk (MIA)","2","10","5.0","7","0","0","1","1","12","12.0","0","0","1","2.2","2.2","0.0%"
"53","Damien Harris (BUF)","1","3","3.0","3","0","0","2","2","16","8.0","0","0","1","1.9","1.9","11.0%"
"54","Mike Boone (HOU)","0","0","0","0","0","0","3","4","18","6.0","0","0","1","1.8","1.8","0.0%"
"55","Michael Carter (NYJ)","1","6","6.0","6","0","0","2","2","12","6.0","0","0","1","1.8","1.8","0.9%"
"56","Ty Chandler (MIN)","3","0","0.0","2","0","0","1","1","18","18.0","0","0","1","1.8","1.8","1.1%"
"57","DeeJay Dallas (SEA)","2","4","2.0","5","0","0","1","1","14","14.0","0","0","1","1.8","1.8","0.9%"
"58","Jaylen Warren (PIT)","3","6","2.0","3","0","0","5","6","12","2.4","0","0","1","1.8","1.8","68.9%"
"59","Latavius Murray (BUF)","2","8","4.0","6","0","0","1","2","9","9.0","0","0","1","1.7","1.7","20.5%"
"60","Jerome Ford (CLE)","15","36","2.4","17","0","0","0","0","0","0","0","1","1","1.6","1.6","86.5%"
"61","Ty Montgomery II (NE)","1","7","7.0","7","0","0","2","3","9","4.5","0","0","1","1.6","1.6","0.2%"
"62","Devin Singletary (HOU)","7","15","2.1","4","0","0","0","0","0","0","0","0","1","1.5","1.5","25.9%"
"63","Zach Charbonnet (SEA)","3","11","3.7","9","0","0","0","0","0","0","0","0","1","1.1","1.1","36.3%"
"64","Anthony McFarland Jr. (PIT)","0","0","0","0","0","0","2","2","11","5.5","0","0","1","1.1","1.1","0.1%"
"65","Salvon Ahmed (MIA)","3","11","3.7","8","0","0","0","3","0","0","0","0","1","1.1","1.1","6.2%"
"66","Chris Evans (CIN)","2","12","6.0","7","0","0","1","1","-1","-1.0","0","0","1","1.1","1.1","0.2%"
"67","Gary Brightwell (NYG)","1","5","5.0","5","0","0","2","2","6","3.0","0","0","1","1.1","1.1","0.7%"
"68","Jerick McKinnon (KC)","0","0","0","0","0","0","1","2","10","10.0","0","0","1","1.0","1.0","36.0%"
"69","Boston Scott (PHI)","1","3","3.0","3","0","0","1","1","7","7.0","0","0","1","1.0","1.0","0.3%"
"70","Elijah Mitchell (SF)","5","10","2.0","4","0","0","0","1","0","0","0","0","1","1.0","1.0","26.9%"
"71","Deuce Vaughn (DAL)","6","8","1.3","5","0","0","0","0","0","0","0","0","1","0.8","0.8","2.1%"
"72","Chase Edmonds (TB)","2","8","4.0","5","0","0","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"73","Trayveon Williams (CIN)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.7%"
"74","Chris Rodriguez Jr. (WAS)","3","7","2.3","3","0","0","0","0","0","0","0","0","1","0.7","0.7","0.7%"
"75","Evan Hull (IND)","1","1","1.0","1","0","0","1","1","6","6.0","0","0","1","0.7","0.7","1.7%"
"76","C.J. Ham (MIN)","0","0","0","0","0","0","2","3","7","3.5","0","0","1","0.7","0.7","0.1%"
"77","Zamir White (LV)","1","2","2.0","2","0","0","1","1","5","5.0","0","0","1","0.7","0.7","1.4%"
"78","Matt Breida (NYG)","2","9","4.5","6","0","0","1","1","-3","-3.0","0","0","1","0.6","0.6","7.3%"
"79","Tony Jones Jr. (NO)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.8%"
"80","D'Andre Swift (PHI)","1","3","3.0","3","0","0","1","2","0","0.0","0","0","1","0.3","0.3","97.5%"
"81","Michael Burton (DEN)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.0%"
"82","Khari Blasingame (CHI)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"83","Andrew Beck (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Jakob Johnson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Austin Walter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","La'Mical Perine (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Trey Sermon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"88","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"89","Eno Benjamin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Ke'Shawn Vaughn (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"91","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8%"
"92","Zack Moss (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.3%"
"93","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.4%"
"94","Derrick Gore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Devine Ozigbo (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Patrick Laird (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Ty Johnson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"101","Darrell Henderson Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.7%"
"102","Qadree Ollison (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"104","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","Demetric Felton Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Jonathan Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Mohamed Ibrahim (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"108","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","James Robinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"110","JaMycal Hasty (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"111","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"112","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"113","Brittain Brown (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Zonovan Knight (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"116","Chase Brown (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"117","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"118","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.1%"
"119","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Hassan Haskins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"122","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"123","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"124","Bryant Koback (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","DeWayne McBride (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"126","Emanuel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"127","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Chris Brooks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"130","Jordan Mims (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Deneric Prince (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Levi Bell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Robert Burns (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Jacob Saylors (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9%"
"137","Xazavian Valladay (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"139","Elijah Dotson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"140","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Emari Demercado (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.6%"
"142","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Jack Colletto (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","SaRodorick Thompson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Lew Nichols III (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jashaun Corbin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Gerrid Doaks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Kene Nwangwu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"151","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Nate McCrary (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Isaiah Spiller (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"155","Jordan Mason (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.7%"
"156","Snoop Conner (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Tyrion Davis-Price (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"158","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","De'Von Achane (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"160","Zach Evans (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.3%"
"161","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"162","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"163","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"164","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.4%"
"168","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"169","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"170","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Kareem Hunt (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.2%"
"179","Tarik Cohen (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Corey Clement (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"181","Jeremy McNichols (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Marlon Mack (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Alvin Kamara (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.3%"
"184","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Alex Armah Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Dwayne Washington (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Nick Bawden (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Jordan Wilkins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.7%"
"190","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Godwin Igwebuike (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"193","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"194","Rashaad Penny (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.6%"
"195","John Kelly Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Nyheim Hines (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"197","Myles Gaskin (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"198","Royce Freeman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1%"
"199","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"200","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Damien Williams (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"204","Ameer Abdullah (LV)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.9%"
"205","Melvin Gordon III (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"206","Antonio Gibson (WAS)","3","9","3.0","3","0","0","1","1","10","10.0","0","1","1","-0.1","-0.1","45.4%"
"207","D'Ernest Johnson (JAC)","1","-4","-4.0","0","0","0","0","0","0","0","0","0","1","-0.4","-0.4","0.1%"
"208","Keaontay Ingram (ARI)","5","-4","-0.8","6","0","0","0","0","0","0","0","0","1","-0.4","-0.4","8.2%"
"209","Jaleel McLaughlin (DEN)","0","0","0","0","0","0","1","1","-7","-7.0","0","0","1","-0.7","-0.7","40.8%"
"210","Deon Jackson (NYG)","13","14","1.1","7","0","0","5","6","14","2.8","0","2","1","-1.2","-1.2","1.6%"
""
""
