"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"17","Robbie Chosen (MIA)","1","1","68","68.0","68","4","1","0","0","0","0","1","12.8","12.8","0.1%"
"18","Rondale Moore (ARI)","4","6","8","2.0","8","0","0","3","54","1","0","1","12.2","12.2","22.9%"
"19","Marquise Brown (ARI)","5","7","61","12.2","23","1","1","0","0","0","0","1","12.1","12.1","92.0%"
"20","Mike Evans (TB)","5","10","60","12.0","24","2","1","0","0","0","0","1","12.0","12.0","96.5%"
"21","Olamide Zaccheaus (PHI)","2","3","58","29.0","34","3","1","0","0","0","0","1","11.8","11.8","0.2%"
"22","Christian Kirk (JAC)","4","6","54","13.5","26","1","1","0","0","0","0","1","11.4","11.4","92.4%"
"23","DK Metcalf (SEA)","6","8","112","18.7","34","4","0","0","0","0","0","1","11.2","11.2","98.6%"
"24","Stefon Diggs (BUF)","8","12","111","13.9","30","5","0","0","0","0","0","1","11.1","11.1","100.0%"
"25","Courtland Sutton (DEN)","8","11","91","11.4","25","2","1","0","0","0","2","1","11.1","11.1","81.4%"
"26","Amon-Ra St. Brown (DET)","9","12","102","11.3","20","1","0","1","4","0","0","1","10.6","10.6","100.0%"
"27","Joshua Palmer (LAC)","4","7","66","16.5","30","3","1","0","0","0","1","1","10.6","10.6","64.7%"
"28","Chris Olave (NO)","8","11","104","13.0","28","2","0","0","0","0","0","1","10.4","10.4","98.6%"
"29","DJ Moore (CHI)","3","6","41","13.7","29","1","1","0","0","0","0","1","10.1","10.1","97.7%"
"30","K.J. Osborn (MIN)","1","3","36","36.0","36","2","1","0","0","0","0","1","9.6","9.6","57.2%"
"31","Gabe Davis (BUF)","1","4","35","35.0","35","2","1","1","-2","0","0","1","9.3","9.3","84.4%"
"32","Michael Gallup (DAL)","6","7","92","15.3","27","2","0","0","0","0","0","1","9.2","9.2","26.4%"
"33","Michael Wilson (ARI)","2","2","86","43.0","69","4","0","0","0","0","0","1","8.6","8.6","12.6%"
"34","Jakobi Meyers (LV)","7","12","85","12.1","18","0","0","0","0","0","0","1","8.5","8.5","89.4%"
"35","Ronnie Bell (SF)","2","2","24","12.0","15","0","1","0","0","0","0","1","8.4","8.4","0.2%"
"36","Jerry Jeudy (DEN)","5","7","81","16.2","46","3","0","0","0","0","0","1","8.1","8.1","77.5%"
"37","Michael Pittman Jr. (IND)","9","11","77","8.6","34","2","0","0","0","0","0","1","7.7","7.7","94.5%"
"38","George Pickens (PIT)","4","6","75","18.8","32","2","0","0","0","0","0","1","7.5","7.5","92.0%"
"39","Puka Nacua (LAR)","5","7","72","14.4","37","2","0","0","0","0","0","1","7.2","7.2","96.6%"
"40","Jake Bobo (SEA)","1","2","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","1.0%"
"41","Jayden Reed (GB)","3","7","63","21.0","30","3","0","0","0","0","0","1","6.3","6.3","17.1%"
"42","CeeDee Lamb (DAL)","4","7","53","13.3","32","2","0","2","9","0","0","1","6.2","6.2","100.0%"
"43","Rashid Shaheed (NO)","0","2","0","0","0","0","0","1","0","0","0","1","6.0","6.0","27.2%"
"44","Rashee Rice (KC)","5","7","59","11.8","15","0","0","0","0","0","0","1","5.9","5.9","62.2%"
"45","Josh Downs (IND)","8","12","57","7.1","12","0","0","0","0","0","0","1","5.7","5.7","55.9%"
"46","Kalif Raymond (DET)","4","6","55","13.8","22","1","0","0","0","0","0","1","5.5","5.5","1.8%"
"47","Tyler Lockett (SEA)","3","7","34","11.3","16","0","0","0","0","0","0","1","5.4","5.4","92.7%"
"48","Curtis Samuel (WAS)","2","4","54","27.0","37","2","0","0","0","0","0","1","5.4","5.4","47.3%"
"49","Jordan Addison (MIN)","6","8","52","8.7","16","0","0","0","0","0","0","1","5.2","5.2","92.6%"
"50","Chris Godwin (TB)","3","5","32","10.7","18","0","0","0","0","0","0","1","5.2","5.2","92.9%"
"51","Justin Watson (KC)","2","3","51","25.5","37","2","0","0","0","0","0","1","5.1","5.1","0.2%"
"52","Zay Flowers (BAL)","8","10","48","6.0","8","0","0","1","2","0","0","1","5.0","5.0","90.1%"
"53","Michael Thomas (NO)","6","9","50","8.3","18","0","0","0","0","0","0","1","5.0","5.0","82.7%"
"54","Van Jefferson (ATL)","1","3","46","46.0","46","3","0","1","4","0","0","1","5.0","5.0","3.8%"
"55","Donovan Peoples-Jones (CLE)","3","4","49","16.3","29","1","0","0","0","0","0","1","4.9","4.9","3.0%"
"56","Garrett Wilson (NYJ)","5","9","48","9.6","29","1","0","0","0","0","0","1","4.8","4.8","98.6%"
"57","DeAndre Hopkins (TEN)","3","7","48","16.0","26","1","0","0","0","0","0","1","4.8","4.8","92.9%"
"58","Kendrick Bourne (NE)","4","5","46","11.5","18","0","0","0","0","0","0","1","4.6","4.6","38.8%"
"59","Dontayvion Wicks (GB)","4","6","45","11.3","18","0","0","0","0","0","0","1","4.5","4.5","0.2%"
"60","Alec Pierce (IND)","3","7","43","14.3","23","1","0","0","0","0","0","1","4.3","4.3","1.9%"
"61","Skyy Moore (KC)","4","6","42","10.5","21","1","0","0","0","0","0","1","4.2","4.2","31.2%"
"62","Chris Moore (TEN)","2","3","41","20.5","33","2","0","0","0","0","0","1","4.1","4.1","0.1%"
"63","Terry McLaurin (WAS)","6","6","41","6.8","12","0","0","0","0","0","0","1","4.1","4.1","93.8%"
"64","Calvin Ridley (JAC)","3","7","40","13.3","21","1","0","0","0","0","0","1","4.0","4.0","97.1%"
"65","Tyler Boyd (CIN)","5","9","39","7.8","12","0","0","0","0","0","0","1","3.9","3.9","46.7%"
"66","Allen Lazard (NYJ)","3","5","39","13.0","21","1","0","0","0","0","0","1","3.9","3.9","18.2%"
"67","Nelson Agholor (BAL)","4","4","39","9.8","18","0","0","0","0","0","0","1","3.9","3.9","1.4%"
"68","Marquez Valdes-Scantling (KC)","1","2","37","37.0","37","2","0","0","0","0","0","1","3.7","3.7","5.5%"
"69","Terrace Marshall Jr. (CAR)","5","8","35","7.0","10","0","0","0","0","0","0","1","3.5","3.5","0.4%"
"70","Nico Collins (HOU)","2","3","34","17.0","29","1","0","0","0","0","0","1","3.4","3.4","89.8%"
"71","Robert Woods (HOU)","3","6","34","11.3","17","0","0","0","0","0","0","1","3.4","3.4","14.4%"
"72","Braxton Berrios (MIA)","2","2","33","16.5","22","1","0","0","0","0","0","1","3.3","3.3","3.6%"
"73","Darius Slayton (NYG)","3","6","32","10.7","17","0","0","0","0","0","0","1","3.2","3.2","2.4%"
"74","Drake London (ATL)","2","6","31","15.5","28","1","0","0","0","0","0","1","3.1","3.1","90.2%"
"75","Jauan Jennings (SF)","2","3","31","15.5","24","1","0","0","0","0","0","1","3.1","3.1","2.1%"
"76","Jamal Agnew (JAC)","4","5","49","12.3","14","0","0","0","0","0","1","1","2.9","2.9","0.7%"
"77","Elijah Moore (CLE)","9","9","49","5.4","14","0","0","3","-1","0","1","1","2.8","2.8","48.1%"
"78","DeVonta Smith (PHI)","4","5","28","7.0","15","0","0","0","0","0","0","1","2.8","2.8","98.7%"
"79","Allen Robinson II (PIT)","4","4","24","6.0","8","0","0","0","0","0","0","1","2.4","2.4","2.7%"
"80","Parris Campbell (NYG)","6","6","24","4.0","7","0","0","0","0","0","0","1","2.4","2.4","3.6%"
"81","Mack Hollins (ATL)","1","4","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.6%"
"82","Jonathan Mingo (CAR)","3","6","21","7.0","9","0","0","0","0","0","0","1","2.1","2.1","7.0%"
"83","Jahan Dotson (WAS)","2","4","21","10.5","15","0","0","0","0","0","0","1","2.1","2.1","51.3%"
"84","Wan'Dale Robinson (NYG)","4","5","21","5.3","8","0","0","0","0","0","0","1","2.1","2.1","14.6%"
"85","Tee Higgins (CIN)","2","8","21","10.5","13","0","0","0","0","0","0","1","2.1","2.1","95.4%"
"86","Demario Douglas (NE)","1","3","15","15.0","15","0","0","1","5","0","0","1","2.0","2.0","1.5%"
"87","Samori Toure (GB)","0","3","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.1%"
"88","DeVante Parker (NE)","2","3","19","9.5","16","0","0","0","0","0","0","1","1.9","1.9","2.1%"
"89","Trent Sherfield (BUF)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"90","Brandin Cooks (DAL)","2","7","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","45.3%"
"91","Hunter Renfrow (LV)","2","2","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","3.8%"
"92","DeAndre Carter (LV)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"93","KhaDarel Hodge (ATL)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"94","Chase Claypool (MIA)","1","4","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","5.5%"
"95","River Cracraft (MIA)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"96","John Metchie III (HOU)","2","2","13","6.5","11","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"97","Deonte Harty (BUF)","2","3","15","7.5","8","0","0","2","-2","0","0","1","1.3","1.3","0.4%"
"98","Randall Cobb (NYJ)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.5%"
"99","Brandon Johnson (DEN)","2","3","12","6.0","8","0","0","0","0","0","0","1","1.2","1.2","0.2%"
"100","Tim Jones (JAC)","2","3","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"101","Quentin Johnston (LAC)","2","3","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","25.2%"
"102","Jaxon Smith-Njigba (SEA)","1","3","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","58.2%"
"103","Trey Palmer (TB)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.5%"
"104","Laviska Shenault Jr. (CAR)","1","1","0","0.0","0","0","0","2","7","0","0","1","0.7","0.7","0.1%"
"105","Rashod Bateman (BAL)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","12.6%"
"106","Deven Thompkins (TB)","2","4","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","0.4%"
"107","Tyler Scott (CHI)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.2%"
"108","Charlie Jones (CIN)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"109","Brandon Powell (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","4.1%"
"110","Khalil Shakir (BUF)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"111","Treylon Burks (TEN)","1","6","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","28.4%"
"112","JuJu Smith-Schuster (NE)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","25.8%"
"113","Isaiah McKenzie (IND)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"114","Derius Davis (LAC)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"115","Ben Skowronek (LAR)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"116","Marquise Goodwin (CLE)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.1%"
"117","Dyami Brown (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"118","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Shi Smith (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Diontae Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.2%"
"126","Lil'Jordan Humphrey (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Mecole Hardman Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","10.5%"
"128","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"129","David Sills V (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Keelan Doss (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"132","Davion Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Tyron Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"141","Scott Miller (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Scotty Washington (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Darnell Mooney (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.5%"
"150","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Justyn Ross (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"152","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"153","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"154","Freddie Swain (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"156","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Jalen Guyton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Isaiah Hodgins (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"167","Lynn Bowden Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"168","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Denzel Mims (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Devin Duvernay (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"172","KJ Hamler (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.3%"
"174","Jalen Reagor (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Raleigh Webb (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Lance McCutcheon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Kaden Davis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Kwamie Lassiter II (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Tre Tucker (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"185","Andrei Iosivas (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"186","Xavier Hutchinson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"187","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"188","Jalin Hyatt (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.5%"
"189","Daylen Baldwin (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Mitchell Tinsley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"194","A.T. Perry (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"195","Devon Allen (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Jontre Kirklin (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"198","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Derek Wright (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jesse Matthews (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Dylan Drummond (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Matt Landers (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Terrell Bynum (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Shaquan Davis (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Cephus Johnson III (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Malik Knowles (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Thayer Thomas (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Grant DuBose (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jalen Brooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Colton Dowell (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Antoine Green (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"222","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Chase Cota (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"226","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Isaiah Winstead (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Malik Heath (GB)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"233","Tyjon Lindsey (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Tyquan Thornton (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"235","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Austin Watkins Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Jacob Copeland (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Kearis Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Kayshon Boutte (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"247","Johnny Johnson III (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jalen Tolbert (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"249","Kyle Philips (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"250","Michael Woods II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.1%"
"252","Joseph Ngata (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Erik Ezukanma (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"254","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.8%"
"256","Braylon Sanders (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Jalen Virgil (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
