"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"255","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Terrace Marshall Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"257","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Austin Trammell (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"260","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","DeAndre Hopkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.9%"
"262","Robert Woods (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.4%"
"263","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Brandin Cooks (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.3%"
"268","Keith Kirkwood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"269","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"272","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Randall Cobb (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"280","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Willie Snead IV (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Mack Hollins (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"285","Noah Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"286","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"287","JuJu Smith-Schuster (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.8%"
"288","Mike Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.1%"
"289","Zay Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.3%"
"290","David Moore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"292","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Daurice Fountain (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Equanimeous St. Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"296","Richie James Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"297","Allen Lazard (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.2%"
"298","Michael Gallup (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"299","Tre'Quan Smith (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","DJ Chark Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.2%"
"301","Justin Watson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"302","Russell Gage (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"303","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","River Cracraft (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"305","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Ty Montgomery II (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"307","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"308","Chris Conley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"309","DeAndre Carter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"310","Phillip Dorsett II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Adam Thielen (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.7%"
"312","Demarcus Robinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"313","Chris Moore (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"314","Jakeem Grant Sr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Tyler Boyd (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.7%"
"316","Laquon Treadwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Robbie Chosen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"318","Alex Erickson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Damiere Byrd (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"320","Deven Thompkins (TB)","3","3","14","4.7","9","0","0","0","0","0","1","1","-0.6","-0.6","0.4%"
"321","Marvin Mims Jr. (DEN)","0","1","0","0","0","0","0","1","-11","0","0","1","-1.1","-1.1","12.1%"
"322","Sterling Shepard (NYG)","1","1","3","3.0","3","0","0","0","0","0","1","1","-1.7","-1.7","0.2%"
""
""
